question_id,answer
f23f1dc1-dae9-46a3-86a2-d4f45dde8155,no
6e8e49a8-19ce-4da0-ac79-62656c356cff,no
e829cd45-dc87-41a5-81e5-43881c05861f,no
c418d566-2554-4f49-b354-804f7d81783f,no
ac10ec4d-cd0f-4b09-af5f-2ccddbf45692,no
2ecb5a58-f4d6-4f42-aa0b-03c723a4e903,no
d8e60d61-a2b1-4058-bcac-84221bab2c95,no
14cff815-2426-407d-ae5d-436b295f0b30,no
8a266a02-d5d0-4b1c-ad07-5f689f3f8bec,no
1de2b336-9b69-4f86-82c4-cb3e5f4dff49,no
a9dca70e-3c35-44c3-ae67-47fc36a1dc71,no
93ff751e-97b7-41f0-8655-d1e41b3fda3c,no
5bc017be-6431-468e-aea8-65f39275e5ad,no
ca2f47c9-b0d9-4b91-ba63-0f854e97050a,no
90a869ac-662e-4b0d-a7e6-71371ec8006d,no
f802c2a5-188b-4b5a-8dae-dd54c1504ba5,no
4f7aaa3b-8241-4fbf-a40d-65add2189a3d,no
e283b1e8-6a9d-4562-946d-277ba59f6f2b,no
fc8b7fed-fe6f-4fb1-aada-fc0b08a37f23,no
0722f3c7-966f-4491-971f-f46446cbf37c,no
52ff4ef1-a7e2-4236-ae27-f4ba010b4e1c,two
9b77517d-9b24-45a3-bcb4-378f52ad06c2,five
333528eb-2d30-4f5a-a7d7-78a573a8b2e4,two
dde60a1a-93c5-4c71-9228-db80c40a73de,two
9d53248d-708a-4042-89df-84c4612da0e9,one
f16e2a00-37ab-4268-9934-5948d31284de,one
464ed547-71c5-4f53-9815-88f88d690e69,five
5da58156-11dc-4c7f-8735-843220001485,two
664e624a-dabe-46a0-ae8f-e29014231c23,two
4d6f2d0b-9d35-408c-8899-72da76ae8d8b,eight
2120e6cc-9a91-4adb-8235-04b66e76356e,six
9bdc47c1-f0bf-4d29-988f-3ad9cfa8bcb7,one
71dbd168-8020-4c0d-af4a-62ff80037038,one
7163cc71-815e-4fff-9237-323ce50b65d8,eleven
5855808c-c1a7-4d23-8555-0868255f285e,three
df48fa06-b0ff-445a-8b33-d7c8cc47c755,one
0f24cd46-181d-4e9b-9239-fd6f6bf3690c,two
3d772553-a11c-4111-b394-14abb95b7f81,three
dbd7d235-f2f2-4626-9399-fcb3a4193770,four
d4c87c2a-7df9-4be2-a8c4-11217ecf510c,one
8c6e1a29-b9eb-47f9-a9b2-0aa7a27035b8,nine
3062930a-b2f5-4e70-97de-9d3f4c9836a7,one
f4152985-d611-494d-a21e-95652f3cfddc,one
7cc68909-8db0-4a4e-bfbd-ba73858971b0,one
e263d9bb-2d37-4e6b-878e-7a3ca772b10f,one
60ccaad6-fef9-4532-bfbc-d804ef162c69,two
99a3d5f4-4ae4-43e4-a0b8-3c9c3961cfc1,one
4a16f616-f2f7-43bf-8a59-68f6f0c390ba,two
3a7feaa8-704e-4e44-b9ed-b73f732b2de8,five
9945d1ec-48ef-4a38-a6a4-47990033518f,three
c7817251-9a52-4f79-9032-bd182c96f012,one
247acb01-b772-415e-b46e-08b34d98fa34,zero
2d93a9fe-a4ef-4c2d-8742-328c7d9744b3,zero
189a82c4-0c68-4cf0-93b3-2a2a62d02737,zero
81ddbcdc-513c-4ff3-8bf1-aca0746c7f7e,zero
0b57b1b7-a81a-4b1b-9c25-f125ef93efb5,zero
49c5d97e-943a-4686-80cb-ba5b70cc0350,zero
6f272450-dd5d-4d75-b8fa-c7a4d852ff8c,zero
b40c8a1b-128d-437c-b75d-2cf53eef01f8,zero
903a1a7a-0f74-4901-bae8-bce5388268c7,zero
8058f5aa-5502-4a07-a3ec-d80dcb777204,zero
3b3bc257-5ab4-4836-9374-24467b7767f3,zero
943b83fc-1b4b-4e90-93ec-724136e270e8,zero
55acafa2-af1f-41d6-a3c0-6aff815e4f1e,zero
128b4353-0eb6-4449-be40-23238fe19b77,zero
62d60ca5-3b6e-4274-bebf-c7b385c9aff4,zero
a85e81ee-1ca3-491d-8d8e-ea36176f8a62,zero
0b4c6e8f-c13f-490b-a9a5-feaf42700656,zero
060cb225-a55a-411d-b337-a4978ba0d1de,zero
dab3c380-610b-452c-b7d1-6c99f7eb2235,zero
ab5d3e78-f4e1-4300-b400-4c0b5e03f587,zero
b6f9dc13-ad7d-433a-8c3b-5929bce31696,zero
a322784d-119e-4c06-abc7-3ac9831eee61,zero
b2e61bce-ed85-4442-a2fa-ce6493d9b07e,zero
39a18b5b-e306-4d69-8ed0-945ac40d47bf,zero
5d8ad91d-5a60-4cfe-936e-a3eb7d18fb8b,zero
a175fcdb-4824-474f-9c39-d1b0aa0cf72d,zero
c340ce6b-c606-4f1d-bced-f424512d0e62,zero
9e34822d-b458-4d62-ae98-71962816c36b,zero
3f819f55-8861-4e94-b5d3-a72dfb22d8bd,zero
2e9175c3-1028-4c73-9a2e-9aaf757d77e7,zero
a8a29433-3146-415a-8d29-4814df298950,zero
b12bded0-a509-4657-8ca9-774ca81d9846,['living room']
57bc9b7e-59ae-46b7-bb73-3611ccc5885a,"['living room', 'office']"
9a35d764-ab57-4979-a00e-fd6195df04ef,"['living room', 'office']"
a2444c55-c914-4ce5-b407-6424a3d17fa7,"['living room', 'office']"
f6894889-6edc-4586-83ce-020eb23f179b,['living room']
108543a4-35db-48c1-b182-0ae9a2269f91,['office']
df950d66-09f8-4038-8fcf-b4d7a3ad7e4d,"['living room', 'office']"
515f72fa-7a65-455a-99dc-c697b7f7d5bf,"['living room', 'office']"
9a44827f-c5ef-41dd-8c38-1b424b1d2e0f,"['living room', 'office']"
43b7c234-2c70-4aeb-857b-fcc7caabb511,"['hallway', 'living room', 'office']"
5f1040d8-3690-4391-b1d4-87a13a124ad4,"['hallway', 'living room', 'office']"
7eeabcfc-0194-41c9-8d9c-581e378c38c8,['living room']
3a7c4881-6f32-430d-8f33-802ed7268902,['office']
b26e98e9-2431-4c13-a7c4-b502ad19173b,"['hallway', 'living room', 'office']"
1ea46bd3-616f-4df6-bef7-2af542433e1f,['hallway']
b602d7e0-51b1-4541-8a56-3ba24e65dd24,['living room']
a053ad99-5d07-40fb-9db9-795fcaf2cc40,['living room']
2d35937f-98d7-4744-8035-c2fd3a520fb6,['living room']
3356fcf9-802a-478e-8f86-72ad17a3dcb7,"['living room', 'office']"
536e1457-fe4d-4941-a1c7-6d63727a7116,['living room']
9f36a6c6-170c-4932-b6f6-9dbd2a167279,['hallway']
c64b7aca-a8e7-4636-9aae-e13718d92b57,['living room']
5f2f8659-fc87-4384-b582-5019b0339a04,['living room']
b6350192-40b7-46b3-9e6a-cd8dcbafd123,['living room']
8ddddcbd-cbff-403b-b123-91dbc6f2c5b9,['living room']
e441406e-d1f2-4ab2-a63b-d92004701967,"['living room', 'office']"
20974739-45e0-4cd0-8e23-ba89c321f8a1,['living room']
cb70bc19-7d1e-4756-a4bf-abb7a862ce4c,['living room']
e77ddfc7-7c40-4558-8473-9cec4f87d613,"['hallway', 'living room', 'office']"
0b2b12fa-74c5-45e4-ba79-c5f156fc3621,"['living room', 'office']"
1481aa27-3832-4b1e-9e5b-60e46d936e6c,['living room']
63c76e33-c141-4d1c-bbf0-64912509261b,['red']
e6af1953-0a74-48d0-bb09-3106a132c1fa,"['brown', 'gray', 'blue', 'black', 'white']"
22b7ad33-8532-493b-a847-53b09f8d181b,"['blue', 'white']"
8cd0180d-1d62-4fe1-9875-9b8a882c8d4b,"['blue', 'gray']"
5d498821-420a-4ab3-b974-dd3763301eec,['white']
026808a6-fb46-46b0-9036-fd322ab40b1f,['brown']
dffaa1ec-f12b-4e20-936d-d1e6a4c331a4,"['wooden', 'blue', 'black', 'gray']"
89a38a1a-9d0c-4790-8b62-0d9619c5ddcb,['white']
d38e1751-c76f-40e3-b5ff-d697f2558937,['wooden']
c9ed53c2-827c-4acd-a3ac-800df48a8c0a,"['blue', 'white']"
13dd537f-c7e9-43d7-8a06-13f4fce123f9,"['blue', 'white']"
799cbf12-cc24-422b-8adb-1138846535bf,['black']
fe6d2900-fd67-405c-b1ac-9e6d0be05d58,['beige']
57c7f2ff-e383-415d-99d3-e1955658b286,['white']
11aae537-7f78-48ef-b9ab-4ab5f3454d3e,['gray']
6a56d2eb-997b-4b6a-8305-922a3ae2491a,"['wooden', 'black']"
c188d88e-3fdc-46b5-8343-ae019f2211f4,"['blue', 'black', 'yellow', 'white']"
6f91529d-d89b-4ac2-aaae-17ffa4a93fc8,"['silver', 'white']"
a1cd053e-a80b-4b0a-8810-b01e5bd8fbc5,"['red', 'blue', 'orange', 'green', 'yellow', 'white']"
617fbd4a-a4fa-4f85-9df7-9b8ee19d7e1b,['gray']
2cc6d75e-8c08-4e11-8ea5-16b1274bf238,"['red', 'orange', 'white', 'green']"
d52a76db-c066-47d4-8040-408033c5f5e1,['brown']
7b19d7a7-17ce-49f1-a320-8e976647210a,['orange']
f577492a-58c7-4dbe-b90b-d5507855b93e,['white']
96e54904-7ee7-4118-aed1-609436abc2f3,['white']
18d28b19-fcc6-4091-9b5c-c24a3742ba2e,['orange']
dc290c53-9aba-4d9d-b6ff-9c2007a3d8d4,['silver']
c523595e-dfe2-4a1f-b9db-861b9062a6ee,['transparent']
11f1cae7-a5b1-4522-939f-60028399cc59,['transparent']
0d4c8bb2-c667-4482-ab31-666c893f67f9,"['brown', 'green']"
3a2586dc-3c6e-4e49-8a12-dae9531b783d,['transparent']
f1924c56-fd1a-4c64-b864-c661fa6297af,"['desk', 'chair']"
f5dcd1c3-7e40-45fa-9dfd-006593e3fbe9,['rubiks_cube']
e0c6a437-cb32-4979-83d3-7b7367911f01,"['door_handle', 'sofa', 'ball']"
783e6ced-6997-42fb-92f1-cc6af216f1f7,"['bookshelf', 'door', 'box', 't-shirt', 'chair', 'ball']"
213beace-3d68-49b4-aae5-5647a9b8abf7,['bag']
30463e5e-8991-4428-8de4-ed7ad30111c6,['bag']
ccc064f4-3944-4389-bed6-1a274b8d5284,['headphones']
03870c8b-2cdb-4e05-849a-379d1f4ad538,"['desk', 'table']"
7a3d4840-e43c-4f5f-bb9d-c3bf673f3da9,"['vase', 'rubiks_cube', 'teddy_bear', 'headphones', 'cup', 'wine_bottle']"
3b50ba3f-d827-440b-a2ec-2f03fb613390,['wine_bottle']
598566a2-efe8-47fc-a331-4d30fdb290e2,"['bag', 'shoes']"
f76a501a-9d5e-4c26-8480-8a64a16c1264,['bag']
818bd80f-1a6d-43d1-8a6e-1787d950f549,['apple']
e829a5f2-585b-437b-a1f9-1efdaafde736,"['ottoman', 'bag', 'door', 'chair', 'desk', 't-shirt']"
3d889fb4-9adc-4b03-8759-0715ae3e13d9,"['desk', 'table']"
8a2f00d5-daad-4167-a700-c8e8b2a8dd0b,"['vase', 'book', 'rubiks_cube', 'teapot']"
2082d86f-fafd-425e-a085-92866a5d3d76,"['rubiks_cube', 'teddy_bear', 'book', 'wine_glass', 'apple', 'cup', 'wine_bottle']"
75e39bfb-a4af-4cc2-bb41-370b50048d4b,['window']
b6d4773d-a1c0-4686-8adc-19be5bdb9aa8,['chair']
93ef0a6e-03e0-4514-ab72-24e4eaa2ce23,"['bag', 'door_handle']"
5fa4335d-e22a-44e4-976d-881abea70401,['sign']
2789009c-199e-4987-8a10-ba8a3767c286,"['door', 'bag', 'chair', 'door_handle', 'notice_board', 'shoes', 'sign']"
3ca711db-82aa-4d68-8a13-5e9d3d74862e,['bag']
eb1fa0d7-748c-434a-be42-7e75a85b8254,['door']
eaf671fd-4131-4d9d-b479-8135a41ed171,"['book', 'table']"
2b51651f-8a28-49b9-85ba-1ffe9b260b03,['book']
ba54d35f-66fa-4991-ac1c-af20762cb52b,['sign']
ca87e54c-6d0c-49d5-82b2-702b6071f142,"['door', 'sign']"
a945e02d-45f6-4942-8ff6-03a96dc2cda7,['chair']
9c92c82c-88ba-4ea1-9570-4f190b347e33,"['sofa', 't-shirt']"
8d599ec2-5fe1-4025-8019-23372a539b2f,['trophy']
3a980385-7db0-407b-a3ec-cc22e17ca94e,['vase']
0f694233-56c8-415d-afab-7cc9943aa595,"['trophy', 'vase']"
0e858f96-c9ca-4535-b201-534830826e9f,['wine_bottle']
0431bf8c-f0f8-4da9-9e18-1886c6af8f39,"['desk', 'trophy', 'table']"
ddba388b-2ce0-4a3f-8c62-4d26450e3570,"['vase', 'teddy_bear', 'book', 'apple', 'cup']"
a71641fb-f922-4e32-ac50-6f9b81f0d5c1,"['door', 'bookshelf']"
5e715dc8-eacd-49c3-b575-e77e11ad38ab,['door']
11288be1-d8c9-42fd-97ea-a73534fd92a6,"['door', 'notice_board', 'lamp']"
f49b661d-2086-4bff-859d-3a72fb179b31,"['bag', 'teddy_bear']"
96c21439-a34c-447f-b17c-f2bf6669eff4,['painting']
0d1f7f7d-b76f-45e1-93e6-823970c0f1c0,['t-shirt']
781d31ad-6b3d-4ea8-b153-df94e5cec714,['painting']
81e58e9f-8152-4793-8036-4c962fb1dc4d,"['bag', 'sofa', 'chair']"
c195303d-0b7f-481a-bd2b-6420a0d2b863,"['vase', 'rubiks_cube', 'book', 'headphones', 'cup', 'teapot']"
61e87adb-bbf3-4d03-b871-6a9f0810f5f6,['table']
2c858bd0-9f2d-402c-af9a-a97e517ac01a,"['cup', 'vase']"
3f651bc8-be35-4115-bbec-f90b34874ab0,"['desk', 'sofa']"
de785f72-3563-471d-9bb0-278d8e9fed46,"['book', 'rubiks_cube', 'wine_bottle']"
5520baa4-0562-4306-bb2a-29a020639053,['rubiks_cube']
544044ba-88e6-4e48-a7d3-1e8782db1530,['robot']
b3b0a74b-3613-41a1-b720-090a993bb1d9,['robot']
50cc4e2b-5e4d-4613-8809-21cf58623df7,['robot']
f925ae6e-1896-4a89-8045-ecac93ab78bc,['table']
882aed1a-ca8d-432d-9b41-f85b7cb13987,"['rubiks_cube', 'robot', 'book', 'cup', 'teapot']"
a51727f7-97b1-4696-9848-4b5d7c1a559a,['desk']
4d57bee1-6381-4446-ab1b-f7910a9cafc7,['window']
62c963c3-7e02-4b88-9e4b-146ca9cb06ec,"['desk', 'bookshelf', 'rubiks_cube']"
8e967282-054d-4641-a588-907db0119cfe,"['book', 'teddy_bear', 'wine_glass']"
0d0cb377-b24d-4066-98d1-2dbc40bba466,['desk']
dc0ff57a-e41c-452c-8c71-a2d258950894,['wine_bottle']
9d484058-a9ab-4856-b1f0-8e57b6b262ed,yes
77e33504-d572-4c2e-8ffe-9c1628446bc9,yes
19b4e34d-01e0-4a64-8aee-f40cf2d72dc7,yes
0e79ed8a-4235-4151-a16d-1254e8d1c2ba,yes
9cf79d88-af2d-4bba-9cc0-b4dbb086365c,yes
ccb9c238-11bc-4930-9867-1c420cb5b654,yes
197b2c45-5020-48fa-b858-b01d29bdb929,yes
10168b9a-d59c-4e43-aaa1-baa130f2d542,yes
cc2e58c3-61e6-4aa9-9e56-26ec59748bf5,yes
3a5d9cbf-5fdd-4307-b795-d20634d091a2,yes
fef416cb-71ed-4b60-a019-12e4eb2f6668,yes
e3d4bc5d-902f-4aed-a85c-fc8ccfd65905,yes
c9a96d7e-9874-4295-aef1-d0514def0e19,yes
b662840b-3bfc-4369-b747-0610791c3d97,yes
00ad963c-3210-4c09-921e-a75949d04487,yes
934fc52f-49c8-4b46-80c4-9495da20a97f,yes
80cc68ca-dcf8-462a-8f06-79fe77f3d401,yes
f5f3c43e-eecd-4728-8ee6-e283a6c030a5,yes
fb1907c5-9dae-4e0d-b4ab-850860234b77,yes
0c0b07aa-4418-4d26-90c7-df5cb6d612de,yes
0bef7ede-c9c0-4794-94a7-461743a84c73,yes
11159c87-1410-4e59-8361-a49f95de928d,yes
23512c37-f179-4a6f-9e92-7d0623e8b1b1,yes
51f9e76b-f4c1-4c74-8450-eb04ba289153,yes
5ce2382a-9b18-43a2-8547-fc5026725f39,yes
fd91d356-02a1-45eb-a62e-cc63ec2dcd98,yes
8829ec79-f657-460e-89f6-0ce9bb51edb4,yes
5d12bce9-0b81-4a3e-af59-760a7a521ae7,yes
e561648a-b2e1-4263-89f5-0d71948a9614,no
5d7e23ea-4900-410e-9b76-6994eaed356f,no
f7bb8059-9ebc-46b3-a6f2-8a8cc524f017,no
71f170a1-eea0-4750-af1f-44fd4c713690,no
8357776b-0402-42df-942f-4e5a1e2d952c,no
5350699f-b4a3-43fa-bd11-3fef5e65dd0d,no
66577118-c60b-4df3-a565-ea1a546a3e4c,no
27319c61-393c-4032-8f25-ba911ebc5b53,no
0713ae01-44a2-440f-bb73-53f44d5d8611,no
bdcd7294-221b-43fc-82e3-d5b1727a45d2,no
3174cf47-65da-4f2d-8fb8-a5ef89aa4ddc,no
812576eb-f690-40d9-8ec5-aadbcb892d74,no
249992bd-55dc-462c-8a55-abe6ad69cc0b,no
b710a05a-d3f8-4486-b573-81d6f8082bad,no
08c65ec1-b133-425e-a82f-c2cd4ca2eea4,no
5aeda527-23d1-4e65-97c8-f9b8bc700e48,no
3e180cdc-1315-46d4-88da-a342afb6e61c,no
b85173ff-9c39-4af6-8aea-23a91caffd82,no
eb9d9628-ed09-481d-aa98-c0c1843ffd8f,no
ace58c0d-ba6f-43ee-ae76-186334f199ae,no
03d10286-39c0-4094-854e-6cf96bab5181,no
03408715-825f-4017-996f-827c25f84387,no
b1d59230-a3c9-4848-a992-76b8a7aab421,no
14f2c13d-7f86-44d5-a371-cf75f2b6a5c5,no
59c369ef-ba0d-41e4-bc2f-76e47eb93947,no
ebd8df0e-8c71-4083-b8c0-23f65ba28899,no
be3f9a44-e3d6-47f4-85fa-7e6348cfb714,no
6d16571a-ef41-4922-b6d9-952f3bd202dd,no
61099678-9180-4eaf-9507-bc869815886a,yes
56a29f83-f192-4f6e-84aa-149df1ab6a86,yes
ba987c61-b502-4624-b084-529e4844e63e,yes
32107809-d4d1-4a73-96f4-f32d448f5f89,yes
aa4665f2-0cf3-4ea3-86ef-7fd4987152da,yes
99884294-553c-41bc-a888-bd8b3aea97e3,yes
3753a903-e132-4c66-9632-6e7565c0415e,yes
598ced9c-d6b1-4d2b-8c17-0b6b62b0b917,yes
3f3346dd-5477-4185-bf4f-da8f60733a8c,yes
0d5705d1-bab5-4eaa-bd07-35380b8bba91,yes
5cc841f7-f340-4b1a-9488-97cf90343d18,yes
481eeb87-b9bc-4c12-b866-16827cdd8ae6,yes
21003353-6cb8-4034-80f2-9ab46969a68b,yes
0a87ed59-20fc-4027-aca7-0caa3b9ea5f8,yes
9106d81c-cb2f-49cf-a424-a8a2d63961cb,yes
cb1d0cef-dafb-4c79-a71f-e4f62291c892,yes
4da4d166-c180-4730-b56b-212989fd2243,yes
39facd03-213b-45fd-aa95-3fe140f700c0,yes
dc809829-5957-400e-b5b8-bf04de08e912,yes
bc7d4324-78c8-4449-9c4e-504539747bc8,yes
7f3bca9d-1654-4365-a208-69e326d157ba,yes
730ee01a-4b13-42c6-aaf4-767465faaa70,yes
8183239f-ce98-48f1-9353-cff34bb25f42,yes
f11c7b3b-cf35-480c-94bd-cf8c2e111910,yes
f5bbfbd0-e2cc-4c3d-a62d-90cebe08e607,yes
96517826-8063-460e-ab29-d79e99e9ca11,yes
5879d307-a19d-45e7-a7f6-11109a4cc2eb,yes
c15e0f7d-b3fc-4f40-9a2c-b6780dd6eea4,yes
723e4a9c-2500-4f22-8393-538e5ddad91f,no
f37ce9ea-33fa-4c09-b304-a4416ef58a31,no
c2f76051-7a0a-4bf2-becb-5d7ccf01d9bb,no
d0df0ac2-5d58-49fc-9b37-ee9f00735476,no
98195da9-81bb-4dcc-8dc2-51608d3b1ff0,no
01d86685-cb2c-4e28-a1a5-11c5484fba27,no
c7e06582-2f46-4bd6-b70d-03fa3c4ba0a1,no
