question_id,prediction,answer,question_type,sentence_similarity,word_similarity,exact_match
20967a93-0808-465d-b451-e19dd715b9b5,yes there is a painting on the wall in the living room its a large colorful landscape and yes there is a teddy bear sitting on a shelf in a childs bedroom its a soft cuddly brown bear with a red bow tie,yes,conjunction_object,0.07752078771591187,1.0,True
f3c6a4e4-85a2-41f2-909d-88bd48a6d200,yes there is a rubiks cube in the house it is located on a table in the living room,yes,conjunction_object,0.08148255944252014,1.0,True
e94472f3-2bc4-4e46-8dba-4fe952c0d9f5,yes there is a sofa in the house,yes,conjunction_object,0.20701918005943298,1.0,True
9ecf4fe7-2f3b-4cef-873b-b8cd3bb0a5eb,yes there is a teapot in the kitchen on the counter next to the sink and yes there is a vase in the living room on the coffee table,yes,conjunction_object,0.13843315839767456,1.0,True
a8227ec4-b17f-456c-a08d-17f16b7163de,yes there is a teapot in the kitchen on the counter next to the sink the wine bottle is in the dining room on a sideboard surrounded by glasses and a corkscrew,yes,conjunction_object,0.06684835255146027,1.0,True
7a0b86b4-c646-420f-be66-ebd17824c04a,yes there is a vase in the living room on a side table the wine bottle is in the dining room on a wine rack,yes,conjunction_object,0.028296763077378273,1.0,True
43dd9d2d-5582-4536-9ee0-7ec3918de953,yes there is a dishwasher in the kitchen located under the counter next to the sink and yes there is a refrigerator in the kitchen as well its a standardsized one probably around 36 inches wide and its placed against a wall near the pantry,no,conjunction_object,0.03126569092273712,0.5301584005355835,False
406545d9-14d4-47b1-89d8-47230a5d26a0,yes there is a fruit bowl in the kitchen on the counter near the sink and yes there is a kettle in the kitchen on the counter next to the toaster,no,conjunction_object,0.0730069950222969,0.44412291049957275,False
07fa0291-7548-4877-bfc6-c399be249293,yes there is a bed in the house,no,conjunction_object,0.016024352982640266,0.44412291049957275,False
be320969-d4db-43c5-9c05-a1abfcf18d79,yes there is a chair in the house,no,conjunction_object,0.013091666623950005,0.44412291049957275,False
8b5db969-9f9c-44d2-be4f-cd576388d733,yes there is a fish tank in the living room and a vase is on the coffee table in the same room,no,conjunction_object,0.023110315203666687,0.44412291049957275,False
fc24e07f-6095-4e84-acf6-e5ee0a3ae582,yes there is a rug in the house,no,conjunction_object,0.060718655586242676,0.44412291049957275,False
82e6d924-2b14-4ce5-b004-71992b80ad73,yes there is a dishwasher and a range oven in the house,no,conjunction_object,0.026770543307065964,0.44412291049957275,False
1af2d40f-1613-40f2-8ca1-326a459011b3,yes there is a towel rack and a window in the house,no,conjunction_object,-0.01572554185986519,0.44412291049957275,False
c72a4939-4f2b-47a5-b51c-64648a9e7821,yes there is a dresser in the bedroom and a tv stand in the living room,no,conjunction_object,-0.029070869088172913,0.44412291049957275,False
ae943942-726c-4860-a9ce-4281f17d722e,yes there is a box in the house,no,conjunction_object,0.10325520485639572,0.44412291049957275,False
6b479eab-741c-43d5-9b97-5c516612fd7b,yes there is a cup in the house,no,conjunction_object,0.10206947475671768,0.44412291049957275,False
603c58f7-ee9b-4e30-aada-5d72556da2ae,yes there is a box in the house its a cardboard box likely used for storage in the garage or a closet as for the water dispenser yes its a water cooler located in the kitchen,no,conjunction_object,0.045154087245464325,0.44412291049957275,False
f6a9ac90-e1d2-4b9f-87de-0650e09021ad,yes there is a cup in the house,no,conjunction_object,0.10206947475671768,0.44412291049957275,False
29e39233-727d-44f0-aba5-76483cde3eb4,yes there is a bag in the house and it is located in the living room on a small table next to a chair as for the water dispenser it is located in the kitchen on the counter near the sink,no,conjunction_object,0.04271326959133148,0.44412291049957275,False
619e5851-8435-4c0b-abe6-1271afc4fe2a,yes there is a kettle in the kitchen and its currently sitting on the countertop next to the toaster as for the wine bottle its in the dining room on a sideboard with a few other bottles of wine and a decanter,no,conjunction_object,0.030774883925914764,0.4517172574996948,False
9b40bf37-ee4f-42b2-8acd-27143bfa6e6e,yes there is a lamp in the house,no,conjunction_object,0.04095682501792908,0.44412291049957275,False
009b1a60-a2b4-4ce8-813a-e1d3c752fa92,yes there is a coffee machine in the kitchen and it is located on the counter next to the sink as for the refrigerator it is also in the kitchen and it is situated against the wall on the left side of the room near the pantry,no,conjunction_object,-0.03136606886982918,0.5301584005355835,False
e657f653-7d2e-479b-82d3-af560942eb78,yes there is a food processor in the kitchen,no,conjunction_object,0.06437155604362488,0.44412291049957275,False
46053249-d46a-4cd1-a287-f4d6dd464944,yes there is a computer in the house it is located in the home office and yes there is a mirror in the house it is located in the master bedroom,no,conjunction_object,-0.06622067093849182,0.44412291049957275,False
4a29e6f9-c7e5-4346-bb9f-000c3459dc89,yes there is a dresser in the house located in one of the bedrooms and yes there is a sofa in the house its in the living room,no,conjunction_object,-0.006467440165579319,0.44412291049957275,False
afcdda7a-4d10-460e-9a6c-db8903e34778,yes there is a bed and a dressing table in the house the bed is located in the bedroom and the dressing table is also in the bedroom near a large window,no,conjunction_object,-0.07201260328292847,0.44412291049957275,False
531fd005-4e4f-4190-8e6a-7629f4d9355f,yes there is a bathtub in the house located in the bathroom and yes there is a teapot in the house located in the kitchen on the counter next to the sink,no,conjunction_object,0.021454449743032455,0.44412291049957275,False
03070289-baf3-4a2c-ba19-254794ba4445,yes there is a computer in the house,no,conjunction_object,-0.008693192154169083,0.44412291049957275,False
9918efdb-a857-448c-afc9-16abfc765683,yes there is a bathtub in the house located in the bathroom and yes there is a vase in the house it is on a table in the living room,no,conjunction_object,0.006083028391003609,0.44412291049957275,False
006acec2-754f-4d0b-a67a-09eadc39a2d5,yes there is a wine glass in the house,yes,disjunction_object,0.16051432490348816,1.0,True
0215b6a5-675f-4123-8bdd-82f75b1763bc,yes there is a rug in the house,yes,disjunction_object,0.20766577124595642,1.0,True
2456d79d-82a5-477c-8f8d-2e4856178a3f,there is a fish tank in the living room,yes,disjunction_object,0.004833610728383064,0.6224745512008667,False
411947a2-b339-4603-a660-11767aeea030,there is a towel rack in the house,yes,disjunction_object,-0.011052709072828293,0.6224745512008667,False
566432c4-53c4-471f-8b76-e00eadcd22b5,there is a bathtub in the house,yes,disjunction_object,0.001353532075881958,0.6224745512008667,False
d23f2beb-541a-4762-b0c4-03b1f77d9da9,yes there is a dresser in the house,yes,disjunction_object,0.1618209183216095,1.0,True
221a6ef4-25a6-465a-8d2f-a37b6b296886,yes there is a water dispenser in the kitchen,yes,disjunction_object,0.17052167654037476,1.0,True
0ce8d470-d91a-4be7-b8dd-c6e43effb112,yes there is a rug in the house,yes,disjunction_object,0.20766577124595642,1.0,True
f7d42048-b940-46c3-8443-d2e212da6296,there is a bathtub in the house,yes,disjunction_object,0.001353532075881958,0.6224745512008667,False
4cfa5c56-9e8b-40a6-9268-097a13dcaa2f,there is a desk in the house,yes,disjunction_object,0.017025381326675415,0.6224745512008667,False
e1dab541-ac23-4942-824e-b38097d08d6f,there is a wardrobe cabinet in the house,yes,disjunction_object,-0.08753114938735962,0.6224745512008667,False
d5b21bbe-177e-442f-9d68-a1b5b80bfd3d,yes there is a fruit bowl on the kitchen counter,yes,disjunction_object,0.16180062294006348,1.0,True
51dd2422-b86f-41d9-a298-481ef8582191,yes there is a lamp in the house,yes,disjunction_object,0.19494560360908508,1.0,True
3a0778ed-5e3d-426f-b1b0-5a1e202b2707,there is a heater in the house,yes,disjunction_object,-0.017359811812639236,0.6224745512008667,False
e5c7d3d8-675a-4f6d-a1f7-67de26014e56,yes there is a bathtub in the house,yes,disjunction_object,0.1614510416984558,1.0,True
328981a0-62b2-42ca-ada9-15d88f1853b6,there is a bag in the house its a black leather handbag on the living room coffee table,yes,disjunction_object,-0.05641176179051399,0.6224745512008667,False
414fdc62-d29d-4461-9922-56bdf39a3db3,yes there is a bed in the house,yes,disjunction_object,0.2811780273914337,1.0,True
425577bb-09f5-41b0-992c-8d136d28198f,yes there is a lamp in the house,yes,disjunction_object,0.19494560360908508,1.0,True
699ccbdc-3bab-4116-8e5a-9fabf95a62dd,there is a dresser in the house,yes,disjunction_object,-0.014105681329965591,0.6224745512008667,False
cc75e70a-2e25-4911-839c-113712339d6c,there is a vase in the house,yes,disjunction_object,0.02079969272017479,0.6224745512008667,False
862f5357-ba06-4e0a-8183-89a5fb420383,yes there is a bed in the house it is located in a room that is typically used for sleeping,yes,disjunction_object,0.1281605362892151,1.0,True
bcb826ea-013d-4341-a46a-b65cbcc0e614,there is a lamp in the house,yes,disjunction_object,-0.00221233069896698,0.6224745512008667,False
00e1f807-9f25-4641-917d-1ee11b41ef9c,there is a rubiks cube in the house,yes,disjunction_object,0.031217055395245552,0.6224745512008667,False
28822c61-9612-4a90-bd1c-b8e5189ca0a3,yes there is a sofa in the living room,yes,disjunction_object,0.15354429185390472,1.0,True
90e85297-770e-4f8c-9fe5-1e99e758b9a5,yes there is a range oven in the kitchen,no,disjunction_object,0.023960592225193977,0.44412291049957275,False
080170e4-a3e6-420d-936e-eaee4a00f291,yes there is a sink in the house,no,disjunction_object,0.043561726808547974,0.44412291049957275,False
baecab5e-6582-4bed-a74d-8788199db501,there is a bathtub in the house located in the bathroom,no,disjunction_object,-0.05408257618546486,0.44412291049957275,False
2258ced4-6707-4b3b-9b93-d759d9170f9c,yes there is a water dispenser in the house located in the kitchen,no,disjunction_object,0.09182978421449661,0.44412291049957275,False
822d4bf3-7e21-4146-9c0c-91cf23abc85a,yes there is a bed in the house it is located in the bedroom,no,disjunction_object,-0.03476683050394058,0.44412291049957275,False
1709fd96-8c92-4007-af68-dd17acb76d01,yes there is a toilet in the house located in a small room off the hallway,no,disjunction_object,0.09453617036342621,0.44412291049957275,False
a09424fb-f3d5-41b9-b0c7-9a4f09218edf,yes there is a computer in the house located in the home office on a desk,no,disjunction_object,-0.030080966651439667,0.44412291049957275,False
2ebd4848-7c8a-4eca-901b-aeaf41057f06,yes there is a coffee machine in the kitchen,no,disjunction_object,0.0505770742893219,0.44412291049957275,False
21113a7f-431c-4a2f-92c4-3f0f9addfe39,yes there is a vacuum cleaner in the house typically found in a closet or a utility room,no,disjunction_object,-0.029174380004405975,0.44412291049957275,False
bc815732-e6e8-49a1-a630-c168578b0fcb,yes there is a large wardrobe cabinet in the master bedroom its a tall wooden cabinet with multiple doors and drawers and its used to store clothes and personal items,no,disjunction_object,-0.0950549840927124,0.44412291049957275,False
0a2dc1cc-52c9-45ed-b710-e6a9b80188c4,there is a fish tank in the house,no,disjunction_object,0.00798163004219532,0.44412291049957275,False
6bca6b50-1b9b-42e5-9999-ce304c3c04df,yes there is a coffee machine in the house it is located in the kitchen on the counter near the sink,no,disjunction_object,0.00889386236667633,0.44412291049957275,False
b3e925bf-851f-4ec8-a046-31514e94f7f5,there is a fruit bowl in the kitchen on the counter near the sink,no,disjunction_object,0.04460711032152176,0.44412291049957275,False
b3d77a23-ca70-4c8c-acc0-2f5ed328671c,there is a coffee machine in the house located in the kitchen on the counter next to the toaster,no,disjunction_object,0.0026071155443787575,0.44412291049957275,False
a8332c48-5f17-479b-80ae-97cc9ba89143,there is a fish tank in the house,no,disjunction_object,0.00798163004219532,0.44412291049957275,False
bccb9f02-08c3-4701-aaff-765851c6e794,yes there is a dresser in the house located in the master bedroom its a large wooden dresser with multiple drawers and a mirror on top,no,disjunction_object,-0.0740816593170166,0.44412291049957275,False
20792b31-fcfb-4188-bcf1-f3e54382c9d2,there is a bathtub in the house,no,disjunction_object,-0.03331167995929718,0.44412291049957275,False
edd45f76-6ac1-4357-97b3-0fd669ca7870,yes there is a computer in the house located in the home office,no,disjunction_object,-0.04977559298276901,0.44412291049957275,False
202e5dc3-0607-4208-92a8-eb95d77ed515,yes there is a fruit bowl in the house typically found in the kitchen,no,disjunction_object,0.018886258825659752,0.44412291049957275,False
a715aa2a-d165-4db5-b33f-f9902b0972ac,yes there is a coffee machine in the house,no,disjunction_object,0.036043040454387665,0.44412291049957275,False
ce2e972d-b4c8-4b9c-a1ad-c0fd72c5bb17,there is a bed in the house,no,disjunction_object,-0.0377715565264225,0.44412291049957275,False
12d2c2ac-08b7-4d53-a436-ccdc1d022bad,there is a tv stand in the living room its a simple wooden one with two shelves and a cabinet below to store dvds and other media,no,disjunction_object,0.004484208300709724,0.44412291049957275,False
e5bbc685-a018-4d73-8d22-0f7beb9764c1,yes there is a bed in the house specifically in the bedroom its a queensized bed with a wooden frame and a soft white comforter as for the dresser yes there is one in the bedroom as well a tall dark brown dresser with multiple drawers,no,disjunction_object,-0.0006030779331922531,0.44412291049957275,False
27ecae7a-930e-4e9c-9af2-9ef11782d8cd,yes there is a refrigerator in the house,no,disjunction_object,-0.011422445997595787,0.44412291049957275,False
0e9e1459-0dc2-484f-a609-a080beaa8923,yes there is an apple in the kitchen on the counter,yes,existence_object,0.17286145687103271,1.0,True
c726abd3-61bd-4ee3-be10-d4d8405bedf5,yes there is a bag in the house its a black leather handbag on the living room couch,yes,existence_object,0.0008281785994768143,1.0,True
92dd8e53-6153-4a55-9074-a91a50430b1c,yes there is a ball in the house its in the living room on the coffee table,yes,existence_object,0.1559021770954132,1.0,True
104f4b6d-d4f6-4a32-9f23-b6d83ef24daa,yes there is a book on the coffee table in the living room,yes,existence_object,0.060283634811639786,1.0,True
bf8435a9-1fd6-443a-b11a-63188cbc0a16,yes there is a bookshelf in the house located in the living room its a tall wooden bookshelf with multiple shelves holding a collection of books decorative objects and family photos,yes,existence_object,-0.014149118214845657,1.0,True
c0db8f03-171d-445b-b9b1-ac50ee32a8f0,yes there is a box in the house,yes,existence_object,0.24933265149593353,1.0,True
ae51b0cb-b304-4c96-a0b1-7f4f4dc209a9,yes there is a chair in the house,yes,existence_object,0.2592771053314209,1.0,True
aa9e5be4-c528-437d-83c5-d52c88aacfde,yes there is a cup in the house,yes,existence_object,0.2661036252975464,1.0,True
583545f3-bb71-47e3-b522-e3cbfda55de9,yes there is a desk in the house its located in the home office near the window and has a large wooden chair behind it,yes,existence_object,0.042293038219213486,1.0,True
cd346a2f-dda3-4eb0-8b08-aec5a47e6e15,yes there is a door in the house,yes,existence_object,0.3174765706062317,1.0,True
250fc2a2-a78a-4ed9-9ba2-c142c2578428,yes there is a door handle in the house,yes,existence_object,0.2558150887489319,1.0,True
8d0aebc0-9b8c-4a65-b419-109cd241fa22,yes there are headphones in the house specifically in the home office they are a pair of wireless earbuds with a charging case,yes,existence_object,0.09071413427591324,1.0,True
3dc9bb93-f652-4ac1-9f04-1908a982c6be,yes there is a jacket in the house its a blue denim jacket hanging in the closet of the bedroom,yes,existence_object,-0.09729652106761932,1.0,True
16dff2e9-c442-4cad-80e0-f79350ce3bd6,yes there is a lamp in the house,yes,existence_object,0.19494560360908508,1.0,True
156d963c-cf70-47cf-91ab-f962242d448a,yes there is a notice board in the house located in the hallway near the front door,yes,existence_object,0.1014859676361084,1.0,True
d17c17b2-dd0b-452e-b179-3180ffdeb90f,yes there is an ottoman in the house located in the living room,yes,existence_object,0.11028549075126648,1.0,True
0ed22b41-fd1b-49e0-a0d9-e2823d179e28,yes there is a large oil painting in the living room its a landscape of a mountain range at sunset,yes,existence_object,0.04260500520467758,1.0,True
21e06d30-5ea6-4554-83b4-471e78ec2120,yes there is a robot vacuum cleaner in the living room,yes,existence_object,0.11906976997852325,1.0,True
e0ab0ad2-21e3-4e0d-8b45-4981001f93eb,yes there is a rubiks cube in the house its located on the coffee table in the living room,yes,existence_object,0.07149223983287811,1.0,True
6f5e6b40-64ce-4ebd-9b87-539e50367bea,yes there is a shoe rack in the entrance hall with several pairs of shoes on it,yes,existence_object,0.04464022070169449,1.0,True
a03aadbe-2752-48d1-8926-49d76c1bfcf7,yes there is a welcome mat with a sign that says home sweet home at the entrance of the house,yes,existence_object,0.138896644115448,1.0,True
84ddf77c-c77b-4e14-a173-1354a94ea4bf,yes there is a sofa in the house its located in the living room,yes,existence_object,0.10442455112934113,1.0,True
8a677256-b9d0-4cda-a82c-dcdb8b5133b0,yes there is a tshirt in the house its probably in the closet in the bedroom,yes,existence_object,0.04596487432718277,1.0,True
dd623ea0-6b0d-4173-9e25-b0e17f9e6b3c,yes there is a dining table in the house located in the kitchen,yes,existence_object,0.21533508598804474,1.0,True
29c6806e-4a78-4a0a-a942-c5b090c682fb,yes there is a teapot in the house located in the kitchen on a shelf above the counter,yes,existence_object,0.10850349068641663,1.0,True
138a2fc2-9d0c-41f5-90b8-f92878991a6f,yes there is a teddy bear in the house it is located on a shelf in a childs bedroom,yes,existence_object,0.0633964017033577,1.0,True
22d92c39-6735-4d2d-8852-dd1d71b9f7e1,yes there is a trophy in the house its a silver cup with a small plaque on the side that says champion 2005 its displayed on a shelf in the living room,yes,existence_object,0.10523755848407745,1.0,True
1abdd3b6-4d9d-40c3-b264-6e28dc67a031,yes there is a vase in the living room on the coffee table,yes,existence_object,0.10047681629657745,1.0,True
c56b2e9e-87bd-4774-81d7-5034543b5681,yes there is a window in the house,yes,existence_object,0.22678977251052856,1.0,True
f90aa974-a7e7-437b-9add-52fe9b1a082f,yes there is a wine bottle in the house its probably in the dining room or the kitchen on a wine rack or in a wine cooler,yes,existence_object,0.09825469553470612,1.0,True
a9cd87a0-47a9-475a-bc6f-a1a0ac48ced8,yes there is a wine glass in the house its in the dining room on the top shelf of the china cabinet,yes,existence_object,0.08356504142284393,1.0,True
da32f397-bac3-4ca6-a058-01a9ea365d97,yes there is a microwave in the kitchen,no,existence_object,0.017242705449461937,0.44412291049957275,False
41d576c1-63f1-4646-98c8-59433c2453e8,yes there is an ironing board in the house located in the laundry room,no,existence_object,-0.07000722736120224,0.44412291049957275,False
a4e01ea5-bbe2-45a0-8272-5338f8bf788f,yes there is a central heating system in the house and its a gaspowered furnace located in the basement,no,existence_object,0.024480506777763367,0.44412291049957275,False
f8be40f3-77fb-4ec5-b487-3dd4b609a5d9,yes there is a rug in the house,no,existence_object,0.060718655586242676,0.44412291049957275,False
63d8c4ce-57dc-49f3-a7b3-45e69f150876,yes there is a computer in the house located in the home office on a desk,no,existence_object,-0.030080966651439667,0.44412291049957275,False
80d46008-416b-4d2c-a96f-89589dfcc340,yes there is a food processor in the kitchen,no,existence_object,0.06437155604362488,0.44412291049957275,False
c8e1e4b3-99ba-425b-8b30-19b8fe12fe7e,yes there is a wardrobe cabinet in the house its in the master bedroom and its a large wooden closet with sliding doors,no,existence_object,-0.05283612757921219,0.44412291049957275,False
d74b120d-b2f1-4f4c-a939-19bf5f374e20,yes there is a coat rack in the entryway,no,existence_object,0.059582941234111786,0.44412291049957275,False
4789ba50-5f9e-4acd-a661-db1192b880dd,yes there is a water dispenser in the kitchen,no,existence_object,0.1307348608970642,0.44412291049957275,False
2e5c834e-bb6a-4ce1-8be8-c6bf3e1b0e6e,yes there is a dishwasher in the kitchen,no,existence_object,0.0620536208152771,0.44412291049957275,False
5628291d-118b-4bbd-9a97-60376af85c3e,yes there is a refrigerator in the house it is located in the kitchen,no,existence_object,-0.02057524025440216,0.44412291049957275,False
f23f1dc1-dae9-46a3-86a2-d4f45dde8155,yes there is a dryer in the house located in the laundry room,no,existence_object,0.02595847100019455,0.44412291049957275,False
6e8e49a8-19ce-4da0-ac79-62656c356cff,yes there is a fruit bowl in the kitchen on the counter near the sink,no,existence_object,0.05949115753173828,0.44412291049957275,False
e829cd45-dc87-41a5-81e5-43881c05861f,yes there is a television in the house and it is located in the living room,no,existence_object,0.010120946913957596,0.44412291049957275,False
c418d566-2554-4f49-b354-804f7d81783f,yes there is a tv stand in the living room,no,existence_object,0.014579717069864273,0.44412291049957275,False
ac10ec4d-cd0f-4b09-af5f-2ccddbf45692,yes there is a dressing table in the master bedroom,no,existence_object,-0.01693100482225418,0.44412291049957275,False
2ecb5a58-f4d6-4f42-aa0b-03c723a4e903,yes there is a kettle in the house,no,existence_object,0.09938868880271912,0.44412291049957275,False
d8e60d61-a2b1-4058-bcac-84221bab2c95,yes there is a range oven in the house located in the kitchen,no,existence_object,0.005430363118648529,0.44412291049957275,False
14cff815-2426-407d-ae5d-436b295f0b30,yes there is a bathtub in the house located in the master bathroom,no,existence_object,-0.00903661921620369,0.44412291049957275,False
8a266a02-d5d0-4b1c-ad07-5f689f3f8bec,yes there is a towel rack in the house located in the bathroom,no,existence_object,-0.03050754964351654,0.44412291049957275,False
1de2b336-9b69-4f86-82c4-cb3e5f4dff49,yes there is a cutting board in the kitchen,no,existence_object,0.058177996426820755,0.44412291049957275,False
a9dca70e-3c35-44c3-ae67-47fc36a1dc71,yes there is a fish tank in the living room its a small tank about 20 gallons and its placed on a shelf near the window the tank is decorated with some artificial plants and a small castle for the fish to swim around,no,existence_object,0.012595929205417633,0.44412291049957275,False
93ff751e-97b7-41f0-8655-d1e41b3fda3c,yes there is a bed in the house its located in a bedroom which is typically a quiet and private room the bed is usually a large piece of furniture that has a mattress and pillows and its where people sleep at night,no,existence_object,0.0548672080039978,0.44412291049957275,False
5bc017be-6431-468e-aea8-65f39275e5ad,yes there is a sink in the kitchen,no,existence_object,0.07844062149524689,0.44412291049957275,False
ca2f47c9-b0d9-4b91-ba63-0f854e97050a,yes there is a pan in the house its likely in the kitchen probably hanging from a hook on the wall or sitting in a cabinet,no,existence_object,0.016736440360546112,0.44412291049957275,False
90a869ac-662e-4b0d-a7e6-71371ec8006d,yes there is a chessboard in the house it is located in the living room on a coffee table near the window,no,existence_object,0.003333643078804016,0.44412291049957275,False
f802c2a5-188b-4b5a-8dae-dd54c1504ba5,yes there is a stereo set in the house located in the living room on a wooden cabinet,no,existence_object,0.013282456435263157,0.44412291049957275,False
4f7aaa3b-8241-4fbf-a40d-65add2189a3d,yes there is a vacuum cleaner in the house it is usually stored in a closet in the hallway,no,existence_object,-0.049210842698812485,0.44412291049957275,False
e283b1e8-6a9d-4562-946d-277ba59f6f2b,yes there is a coffee machine in the kitchen,no,existence_object,0.0505770742893219,0.44412291049957275,False
fc8b7fed-fe6f-4fb1-aada-fc0b08a37f23,yes there is a utensil holder in the house typically found in the kitchen,no,existence_object,0.06131825968623161,0.44412291049957275,False
0722f3c7-966f-4491-971f-f46446cbf37c,yes there are plates in the house they are typically stored in a cabinet in the kitchen,no,existence_object,-0.03623933345079422,0.44412291049957275,False
52ff4ef1-a7e2-4236-ae27-f4ba010b4e1c,there are 5 apples in the house 2 of them are on the kitchen counter 1 is in the fruit bowl on the dining table and 2 are in the pantry,two,count_object,0.030787073075771332,0.8603205680847168,False
9b77517d-9b24-45a3-bcb4-378f52ad06c2,there are 7 bags in the house,five,count_object,0.29844462871551514,0.5384228825569153,False
333528eb-2d30-4f5a-a7d7-78a573a8b2e4,there are 5 balls in the house,two,count_object,0.06416017562150955,0.45246827602386475,False
dde60a1a-93c5-4c71-9228-db80c40a73de,there are approximately 500 books in the house,two,count_object,-0.0935438722372055,0.45246827602386475,False
9d53248d-708a-4042-89df-84c4612da0e9,there are three bookshelves in the house,one,count_object,0.0011161938309669495,0.5186836123466492,False
f16e2a00-37ab-4268-9934-5948d31284de,there are 5 boxes in the house,one,count_object,0.0410633459687233,0.5186836123466492,False
464ed547-71c5-4f53-9815-88f88d690e69,there are 7 chairs in the house,five,count_object,0.21001017093658447,0.5384228825569153,False
5da58156-11dc-4c7f-8735-843220001485,there are 5 cups in the house,two,count_object,0.026891276240348816,0.45246827602386475,False
664e624a-dabe-46a0-ae8f-e29014231c23,there are 3 desks in the house,two,count_object,0.03132103756070137,0.49867570400238037,False
4d6f2d0b-9d35-408c-8899-72da76ae8d8b,there are 7 doors in the house,eight,count_object,0.35342371463775635,0.6362564563751221,False
2120e6cc-9a91-4adb-8235-04b66e76356e,there are 7 door handles in the house,six,count_object,0.3051452040672302,0.5787512063980103,False
9bdc47c1-f0bf-4d29-988f-3ad9cfa8bcb7,there are 3 headphones in the house,one,count_object,0.03450797125697136,0.5186836123466492,True
71dbd168-8020-4c0d-af4a-62ff80037038,there are 5 jackets in the house,one,count_object,-0.016386592760682106,0.5186836123466492,False
7163cc71-815e-4fff-9237-323ce50b65d8,there are 5 lamps in the house,eleven,count_object,0.2054046243429184,0.47562167048454285,False
5855808c-c1a7-4d23-8555-0868255f285e,there are 3 notice boards in the house,three,count_object,0.34508877992630005,0.8668948411941528,False
df48fa06-b0ff-445a-8b33-d7c8cc47c755,there are 3 ottomans in the house,one,count_object,0.010773362591862679,0.5186836123466492,False
0f24cd46-181d-4e9b-9239-fd6f6bf3690c,there are 7 paintings in the house,two,count_object,0.0068810321390628815,0.45246827602386475,False
3d772553-a11c-4111-b394-14abb95b7f81,there are 2 robots in the house,three,count_object,0.22457638382911682,0.41112402081489563,False
dbd7d235-f2f2-4626-9399-fcb3a4193770,there are 3 rubiks cubes in the house,four,count_object,0.26782530546188354,0.5662028789520264,False
d4c87c2a-7df9-4be2-a8c4-11217ecf510c,there are dozens of shoes in the house scattered throughout the bedrooms closets and entryways id estimate there are at least 5060 pairs but its hard to give an exact count,one,count_object,-0.03958224877715111,0.571784496307373,False
