uid,filename,bbox_count,bbox_id,x1,y1,x2,y2,occlusion,label,object_id,wordnet_sense,location,colour,on,above,below,next_to
b1321f5b-7f1f-478b-9205-dacdcde40bfa,0-1-0.jpg,1,0,505,402,626,519,none,ball,8,ball.n.01,office,['blue'],[],[5],[],[]
56f28474-7cfd-4f06-8cd4-9df5e0130d3f,0-1-1.jpg,1,0,373,2,535,212,partial,bag,5,bag.n.04,office,['brown'],[],[],[8],[]
9fb2893b-ce5e-4c71-b6a0-391f5d89b5a0,0-1-2.jpg,1,0,384,131,535,465,none,bag,5,bag.n.04,office,['brown'],[],[],[8],[]
022508f6-b287-4050-bbfe-5263165105da,0-2-0.jpg,5,0,150,48,418,367,none,chair,14,chair.n.01,office,['blue'],[],[],[],[4]
1ec86a41-bd46-4ed0-a2d2-1279fcb446a5,0-2-0.jpg,5,1,533,0,639,100,partial,door,25,door.n.01,hallway,['blue'],[34],[],[],[68]
5d1f55ee-45f1-4dcf-a046-35a3acb127ae,0-2-0.jpg,5,2,645,1,822,207,partial,door,29,door.n.01,office,['blue'],[31],[],[],[69]
0cd32574-e217-4c93-b2c4-b065dbc27da0,0-2-0.jpg,5,3,357,0,467,196,partial,box,11,box.n.01,office,['brown'],[],[],[],[4]
8eb32735-f57e-4392-9165-4c90442f241d,0-2-0.jpg,5,4,360,89,460,192,partial,bag,4,bag.n.04,office,['white'],[],[],[],"[11, 14]"
50331a19-bce5-4141-9b1e-d07b8d10397b,0-2-1.jpg,9,0,948,0,1045,307,none,jacket,39,jacket.n.01,office,['beige'],[],[],[],[]
cd0a191c-570f-4f44-b441-9a8bfe9da653,0-2-1.jpg,9,1,358,387,467,490,partial,bag,4,bag.n.04,office,['white'],[],[],[],"[11, 14]"
187c1d28-9f22-4874-83d8-a1f569928862,0-2-1.jpg,9,2,375,283,477,480,partial,box,11,box.n.01,office,['brown'],[],[],[],[4]
c389400f-bd51-435c-bddf-08209e708bd0,0-2-1.jpg,9,3,536,160,634,397,none,door,25,door.n.01,hallway,['blue'],[34],[],[],[68]
37a8d42b-7f56-42a5-8664-7ba48ca9eb08,0-2-1.jpg,9,4,651,51,795,498,none,door,29,door.n.01,office,['blue'],[31],[],[],[69]
8543f6ad-345a-452e-8d9c-3f93188efef9,0-2-1.jpg,9,5,183,350,409,522,partial,chair,14,chair.n.01,office,['blue'],[],[],[],[4]
fd3dbbe8-cc44-446e-b785-329ef9cca04e,0-2-1.jpg,9,6,503,125,590,141,partial,lamp,41,lamp.n.02,hallway,['white'],[],[],[],[]
958abae7-832c-41f4-aaf6-329c1c6d59a2,0-2-1.jpg,9,7,609,279,631,302,none,door_handle,34,doorhandle.n.01,hallway,['white'],[],[],[],[]
981ed050-95e4-4b4b-a0ff-730d5954d714,0-2-1.jpg,9,8,747,265,786,302,none,door_handle,31,doorhandle.n.01,office,['white'],[],[],[],[]
1caa4921-9896-4602-8afc-d0e746228935,0-2-2.jpg,5,0,433,114,744,172,none,lamp,45,lamp.n.02,office,['white'],[],[],[],[]
c7e24656-87f1-4b18-9df2-fcd5deb879c2,0-2-2.jpg,5,1,538,402,634,523,partial,door,25,door.n.01,hallway,['blue'],[34],[],[],[68]
f441e7d2-412b-4b20-abab-6664efb7cf30,0-2-2.jpg,5,2,644,305,808,520,partial,door,29,door.n.01,office,['blue'],[31],[],[],[69]
5f08a018-1f69-49d2-a9d3-171e2979df98,0-2-2.jpg,5,3,916,239,1035,521,none,jacket,39,jacket.n.01,office,['beige'],[],[],[],[]
987909f0-6e87-46f5-be9c-fb20b3235f81,0-2-2.jpg,5,4,505,370,590,385,partial,lamp,41,lamp.n.02,hallway,['white'],[],[],[],[]
22896ca7-3306-4de0-982e-1c57503b2854,0-3-0.jpg,1,0,545,2,1076,517,partial,chair,16,chair.n.01,office,"['blue', 'black']",[],[],[],[21]
2a4e05c5-6577-4a1f-bae3-fc63157eb9c1,0-3-1.jpg,1,0,506,242,1001,521,partial,chair,16,chair.n.01,office,"['blue', 'black']",[],[],[],[21]
230a5b41-9237-4244-93e9-b4550e9d2ae6,0-3-2.jpg,1,0,3,235,50,427,partial,jacket,39,jacket.n.01,office,['beige'],[],[],[],[]
03502e79-e2e0-4413-9f78-3164d01f488a,1-0-0.jpg,8,0,772,220,842,290,none,ball,8,ball.n.01,office,['blue'],[],[5],[],[]
0c21cbcf-f394-4f4d-80bf-85e3f1d3e985,1-0-0.jpg,8,1,599,12,617,27,none,rubiks_cube,61,toy.n.01,office,"['blue', 'red', 'yellow', 'green', 'orange', 'white']",[],[],[21],"[9, 20, 77]"
a712955d-c0d4-43bf-a1ec-fbec73904f06,1-0-0.jpg,8,2,624,12,654,31,none,cup,20,cup.n.01,office,['white'],[],[],[21],"[61, 9]"
94a14f6b-724e-4a66-adce-55e8a9bf813f,1-0-0.jpg,8,3,532,16,594,34,none,book,9,book.n.02,office,['blue'],[],[],[21],"[20, 61, 77, 86]"
29e16a01-95db-471d-b3d3-b30b8010a939,1-0-0.jpg,8,4,501,0,542,24,partial,teddy_bear,77,teddy.n.01,office,['orange'],[],[],[21],"[9, 61, 86]"
0324b446-19a1-4b42-99f0-6800391348e3,1-0-0.jpg,8,5,441,0,460,31,partial,wine_bottle,86,wine-bottle.n.01,office,['brown'],[],[],[21],"[77, 9]"
21c75c01-c7c9-47e5-924e-1d9ad4516d7e,1-0-0.jpg,8,6,399,21,695,212,partial,desk,21,desk.n.01,office,['wooden'],"[86,77,61,9,20]","[82, 84]",[],[16]
112564d3-d26d-4b40-b01e-f91dd9ccf890,1-0-0.jpg,8,7,228,0,461,290,partial,chair,16,chair.n.01,office,"['blue', 'black']",[],[],[],[21]
5bf2c69d-152c-44dc-9fa7-71decbb51298,1-0-1.jpg,10,0,808,56,847,258,none,bag,5,bag.n.04,office,['brown'],[],[],[8],[]
8f5d1118-da97-47ce-ae6c-bfb8a74a236d,1-0-1.jpg,10,1,589,102,677,294,none,window,82,window.n.01,office,['transparent'],[],[],[21],[84]
9e29aabe-45e7-4d5c-920e-b8aecba24ece,1-0-1.jpg,10,2,455,270,472,340,none,wine_bottle,86,wine-bottle.n.01,office,['brown'],[],[],[21],"[77, 9]"
9ab897f6-4613-44de-8928-ffcabe7e5f75,1-0-1.jpg,10,3,619,322,647,339,none,cup,20,cup.n.01,office,['white'],[],[],[21],"[61, 9]"
4c86fef0-47a1-4047-946e-b4ba51b4fb76,1-0-1.jpg,10,4,595,320,612,335,none,rubiks_cube,61,toy.n.01,office,"['blue', 'red', 'yellow', 'green', 'orange', 'white']",[],[],[21],"[9, 20, 77]"
f22dd4cb-504b-42f4-98d3-989751e41ad5,1-0-1.jpg,10,5,506,290,547,338,none,teddy_bear,77,teddy.n.01,office,['orange'],[],[],[21],"[9, 61, 86]"
335113e0-8d48-4709-8288-5903f6cb6f57,1-0-1.jpg,10,6,538,329,590,341,none,book,9,book.n.02,office,['blue'],[],[],[21],"[20, 61, 77, 86]"
21b968ca-5425-43b3-8f72-e7500ba1d19b,1-0-1.jpg,10,7,473,102,572,303,none,window,84,window.n.01,office,['transparent'],[],[],[21],[82]
c3330edd-2e6a-4a60-83e6-28ff28dcd7cc,1-0-1.jpg,10,8,257,276,443,522,partial,chair,16,chair.n.01,office,"['blue', 'black']",[],[],[],[21]
c23e832a-31ea-4821-8555-ac7ab3ade2fb,1-0-1.jpg,10,9,411,329,687,506,partial,desk,21,desk.n.01,office,['wooden'],"[86,77,61,9,20]","[82, 84]",[],[16]
840fedc7-f9cd-4027-b7ed-a1eb2bcdfd6e,1-0-2.jpg,4,0,392,186,659,242,none,lamp,46,lamp.n.02,office,['white'],[],[],[],[]
a0c595c8-875e-43e1-92e4-ce10e37a57f4,1-0-2.jpg,4,1,796,314,849,510,none,bag,5,bag.n.04,office,['brown'],[],[],[8],[]
e438ff75-df3f-4346-bd9a-28adda63b563,1-0-2.jpg,4,2,587,358,687,520,partial,window,82,window.n.01,office,['transparent'],[],[],[21],[84]
f6f90b77-6f74-4c2b-9572-1aaefe690c46,1-0-2.jpg,4,3,469,358,577,521,partial,window,84,window.n.01,office,['transparent'],[],[],[21],[82]
c1e4f4ec-34fd-446e-8947-fca609e8e73f,1-1-0.jpg,2,0,140,68,591,520,partial,chair,14,chair.n.01,office,['blue'],[],[],[],[4]
e9ba18dd-19d1-4e4b-9297-9cedfe975420,1-1-0.jpg,2,1,910,237,1079,519,partial,bag,4,bag.n.04,office,['white'],[],[],[],"[11, 14]"
47f8eab6-f1d3-4fe5-88f2-a184e17e2703,1-1-1.jpg,1,0,179,395,584,521,partial,chair,14,chair.n.01,office,['blue'],[],[],[],[4]
086110fa-66d6-4759-a9c1-bc152a6ff978,1-2-0.jpg,4,0,482,0,636,140,partial,door,25,door.n.01,hallway,['blue'],[34],[],[],[68]
35128a9f-81b7-4791-bdeb-93c6fb28df85,1-2-0.jpg,4,1,672,1,1078,471,partial,door,29,door.n.01,office,['blue'],[31],[],[],[69]
6a92e053-b886-4b4e-a4ea-ab027cc617af,1-2-0.jpg,4,2,9,238,262,452,none,bag,4,bag.n.04,office,['white'],[],[],[],"[11, 14]"
9a53d95b-950b-4fc7-9b2a-0b11c8949d2d,1-2-0.jpg,4,3,2,1,336,399,partial,box,11,box.n.01,office,['brown'],[],[],[],[4]
baabaa7c-9232-4983-ba0f-b3b07abc59ae,1-2-1.jpg,7,0,50,271,317,523,partial,box,11,box.n.01,office,['brown'],[],[],[],[4]
7a55a254-094b-49b4-93c0-126654fdf1a1,1-2-1.jpg,7,1,387,6,565,42,partial,lamp,41,lamp.n.02,hallway,['white'],[],[],[],[]
691a3140-6a19-4ac2-a8f4-36dc60c30cc1,1-2-1.jpg,7,2,680,0,1079,521,partial,door,29,door.n.01,office,['blue'],[31],[],[],[69]
3b35717d-8eaa-4423-a961-8c432048c739,1-2-1.jpg,7,3,488,91,630,441,none,door,25,door.n.01,hallway,['blue'],[34],[],[],[68]
966baeed-dc4e-405f-9b27-ef9e960465a7,1-2-1.jpg,7,4,636,174,666,193,none,sign,68,sign.n.02,hallway,['orange'],[],[],[],[25]
d1a7f2c6-817a-4f4a-81e6-b1951d46f308,1-2-1.jpg,7,5,597,271,626,305,none,door_handle,34,doorhandle.n.01,hallway,['white'],[],[],[],[]
822ebd9a-5140-4cf6-8da3-fee718808eb0,1-2-1.jpg,7,6,973,206,1078,305,none,door_handle,31,doorhandle.n.01,office,['white'],[],[],[],[]
dc3c709e-5363-4de8-a084-dfb5f88ed320,1-2-2.jpg,5,0,486,348,631,521,partial,door,25,door.n.01,hallway,['blue'],[34],[],[],[68]
e31fffe6-f45a-4afb-8473-f5310bc73ff0,1-2-2.jpg,5,1,401,276,564,306,partial,lamp,41,lamp.n.02,hallway,['white'],[],[],[],[]
ac9691c1-b7a1-455b-976d-3efb910d5d96,1-2-2.jpg,5,2,658,28,1079,520,partial,door,29,door.n.01,office,['blue'],[31],[],[],[69]
711cffb1-dec0-4076-80cc-9a2f7fed3adc,1-2-2.jpg,5,3,968,449,1074,520,partial,door_handle,31,doorhandle.n.01,office,['white'],[],[],[],[]
a872d630-adf5-4404-9910-a00e2f9f71d6,1-2-2.jpg,5,4,639,427,669,449,none,sign,68,sign.n.02,hallway,['orange'],[],[],[],[25]
ade8f86f-fa54-43d2-a536-b010e1b18409,1-3-0.jpg,1,0,1,2,150,494,severe,door,29,door.n.01,office,['blue'],[31],[],[],[69]
b334228a-ac63-4aa8-804c-27e3baff0d6f,1-3-1.jpg,3,0,2,0,93,520,partial,door,29,door.n.01,office,['blue'],[31],[],[],[69]
d07878a1-8283-47a0-8f50-857b030035a3,1-3-1.jpg,3,1,612,4,825,326,partial,jacket,39,jacket.n.01,office,['beige'],[],[],[],[]
9a81721a-b2f0-49e5-929d-1018095291d4,1-3-1.jpg,3,2,2,237,52,329,partial,door_handle,31,doorhandle.n.01,office,['white'],[],[],[],[]
07c87f2a-9526-4954-bdc3-a2e4cc67a663,1-3-2.jpg,3,0,613,194,822,521,partial,jacket,39,jacket.n.01,office,['beige'],[],[],[],[]
872b4f1e-c34d-4538-836c-8d0ebf25a481,1-3-2.jpg,3,1,0,19,204,520,partial,door,29,door.n.01,office,['blue'],[31],[],[],[69]
6eb1c3e2-45e1-4153-aecb-e11e45b5e748,1-3-2.jpg,3,2,2,473,60,521,partial,door_handle,31,doorhandle.n.01,office,['white'],[],[],[],[]
c38d698e-8bc7-4721-8946-e09cbb6df194,2-0-0.jpg,5,0,639,19,772,210,none,chair,14,chair.n.01,office,['blue'],[],[],[],[4]
d53ff292-844f-49fe-a348-7b18e5cf6e6c,2-0-0.jpg,5,1,405,0,501,129,partial,chair,16,chair.n.01,office,"['blue', 'black']",[],[],[],[21]
5318c940-49ab-45a4-93a3-757bff8b66b6,2-0-0.jpg,5,2,471,7,619,112,partial,desk,21,desk.n.01,office,['wooden'],"[86,77,61,9,20]","[82, 84]",[],[16]
e33fbd84-31a4-4bb9-9cb9-6adb8521758e,2-0-0.jpg,5,3,735,198,776,313,severe,bag,4,bag.n.04,office,['white'],[],[],[],"[11, 14]"
03ed6a85-3878-44ef-b6eb-8af3f7cd1f41,2-0-0.jpg,5,4,237,1,348,438,severe,door,29,door.n.01,office,['blue'],[31],[],[],[69]
7a90ec1f-92c1-461a-886f-20a166384ed6,2-0-1.jpg,11,0,458,99,610,124,none,lamp,46,lamp.n.02,office,['white'],[],[],[],[]
bf7d0d17-1481-492e-8e1e-ceafea7616f2,2-0-1.jpg,11,1,306,129,362,300,none,jacket,39,jacket.n.01,office,['beige'],[],[],[],[]
f799ee5c-3915-4cb0-8e7a-a2952acc1d2e,2-0-1.jpg,11,2,635,319,756,498,none,chair,14,chair.n.01,office,['blue'],[],[],[],[4]
c56c52e5-4fbf-4800-86f7-67358da65e7e,2-0-1.jpg,11,3,572,180,620,288,none,window,82,window.n.01,office,['transparent'],[],[],[21],[84]
3fa489e4-4afd-4f58-af24-e124ad329d66,2-0-1.jpg,11,4,503,178,561,292,none,window,84,window.n.01,office,['transparent'],[],[],[21],[82]
71321293-6618-495e-8d1a-48c288993f12,2-0-1.jpg,11,5,417,283,498,410,none,chair,16,chair.n.01,office,"['blue', 'black']",[],[],[],[21]
e5bd2f78-5229-4c9a-bf9b-ee1083d10d24,2-0-1.jpg,11,6,482,305,613,407,partial,desk,21,desk.n.01,office,['wooden'],"[86,77,61,9,20]","[82, 84]",[],[16]
42124442-d162-48f9-ae34-c64e444d4f63,2-0-1.jpg,11,7,670,181,678,275,none,bag,5,bag.n.04,office,['brown'],[],[],[8],[]
0a4b0c0c-f1a7-47b0-acc8-e0fd2628be7d,2-0-1.jpg,11,8,282,1,310,520,severe,door,29,door.n.01,office,['blue'],[31],[],[],[69]
63ac1d31-c926-4e35-a57f-23bf59df0fae,2-0-1.jpg,11,9,496,278,508,317,none,wine_bottle,86,wine-bottle.n.01,office,['brown'],[],[],[21],"[77, 9]"
977b453e-c341-43ea-943e-999be86816f0,2-0-1.jpg,11,10,524,288,545,315,none,teddy_bear,77,teddy.n.01,office,['orange'],[],[],[21],"[9, 61, 86]"
35961b40-dcf7-419d-97b4-010adc79738f,2-0-2.jpg,8,0,404,225,646,269,none,lamp,45,lamp.n.02,office,['white'],[],[],[],[]
814f44ee-8329-4465-affa-01aad85346da,2-0-2.jpg,8,1,308,392,350,521,partial,jacket,39,jacket.n.01,office,['beige'],[],[],[],[]
35b1f26c-96ed-4635-9ec5-7b18fdec2783,2-0-2.jpg,8,2,461,362,606,385,none,lamp,46,lamp.n.02,office,['white'],[],[],[],[]
81877519-432a-4676-96b2-d60509c717b7,2-0-2.jpg,8,3,572,439,624,520,partial,window,82,window.n.01,office,['transparent'],[],[],[21],[84]
147f33a6-247a-489c-b1e8-3ac1d8dab13c,2-0-2.jpg,8,4,502,438,561,523,partial,window,84,window.n.01,office,['transparent'],[],[],[21],[82]
a89f7b2d-79de-4165-b98c-f9e61528f513,2-0-2.jpg,8,5,775,155,862,202,none,sign,69,sign.n.02,hallway,['orange'],[],[],[],[29]
e1d65685-1cf3-40d8-b0ea-6d3cee795f10,2-0-2.jpg,8,6,667,445,683,521,partial,bag,5,bag.n.04,office,['brown'],[],[],[8],[]
4d249d3f-96c9-4aaf-b8e1-5303cd368920,2-0-2.jpg,8,7,286,77,375,521,severe,door,29,door.n.01,office,['blue'],[31],[],[],[69]
d0d0a386-028b-4f9e-809e-cb6f9f296f3e,2-1-0.jpg,5,0,755,1,876,248,partial,door,24,door.n.01,hallway,['blue'],[32],[],[],[65]
5129a291-5821-4462-ace3-d2fb3b3edadd,2-1-0.jpg,5,1,545,1,642,87,partial,door,28,door.n.01,hallway,['white'],[33],[64],[],"[23, 72]"
9cf71dc2-02f5-41fd-aab5-5f2160c4f1d7,2-1-0.jpg,5,2,447,2,545,89,partial,door,23,door.n.01,hallway,['white'],[],[64],[],"[28, 33]"
f2409efb-98eb-449c-b45f-7b286b01bc94,2-1-0.jpg,5,3,228,68,317,138,partial,ottoman,37,ottoman.n.04,living room,"['wooden', 'black']",[],[],[],[12]
3ec1621e-1bbe-40de-a789-87d4a11a1336,2-1-0.jpg,5,4,213,0,247,58,severe,t-shirt,73,t-shirt.n.01,living room,['orange'],[],[51],[],"[18, 12, 2]"
e8c65ff4-7168-4cf2-9563-c1e7ac8afe84,2-1-1.jpg,14,0,517,87,568,156,none,lamp,40,lamp.n.02,hallway,['white'],[],[],[],[64]
28288674-46d1-4a99-a295-e8d9aa7100de,2-1-1.jpg,14,1,547,190,634,394,none,door,28,door.n.01,hallway,['white'],[33],[64],[],"[23, 72]"
83bcf4b5-b30d-4671-a77e-869c4a4df1fe,2-1-1.jpg,14,2,458,191,543,394,none,door,23,door.n.01,hallway,['white'],[],[64],[],"[28, 33]"
43baac8f-d9f4-4e04-aa0a-241d6f827366,2-1-1.jpg,14,3,749,2,845,520,partial,door,24,door.n.01,hallway,['blue'],[32],[],[],[65]
b689e43b-96e5-45f3-bd51-1d34cb6eefd7,2-1-1.jpg,14,4,252,374,327,439,partial,ottoman,37,ottoman.n.04,living room,"['wooden', 'black']",[],[],[],[12]
bb346be8-e83f-4a01-b401-357792c29ab2,2-1-1.jpg,14,5,277,203,325,251,partial,painting,51,decoration.n.01,living room,['white'],[],[],[73],[]
b214da82-50b8-4b9c-97c5-9d7deec2181b,2-1-1.jpg,14,6,251,284,278,360,partial,t-shirt,73,t-shirt.n.01,living room,['orange'],[],[51],[],"[18, 12, 2]"
4d9bfbbe-516c-4de5-9265-971dd501da42,2-1-1.jpg,14,7,387,167,433,329,none,notice_board,55,board.n.05,hallway,['gray'],[],[],[],[70]
70563b99-7de2-4d02-b519-f65c17f01d8b,2-1-1.jpg,14,8,812,260,845,277,partial,door_handle,32,doorhandle.n.01,hallway,['white'],[],[],[],[]
b515df1f-c787-4d0a-8bbb-593963f86285,2-1-1.jpg,14,9,835,45,870,97,none,sign,65,sign.n.02,hallway,['orange'],[],[],[],[24]
fde3ab48-cf50-4a94-99f3-4eb46892454a,2-1-1.jpg,14,10,549,258,560,299,none,door_handle,33,doorhandle.n.01,hallway,['blue'],[],[],[],[23]
f22d7719-c9ba-4ac7-977d-94e5cecfc9fd,2-1-1.jpg,14,11,526,166,556,182,none,sign,64,sign.n.02,hallway,['green'],[],[],"[23, 28]",[40]
b3673d41-0ece-4d92-a6c7-83ef5c996846,2-1-1.jpg,14,12,348,156,363,180,none,sign,70,sign.n.02,hallway,['orange'],[],[],[],"[26, 55]"
312d417a-fe4c-48b5-bbf8-2e3d4ca604a2,2-1-1.jpg,14,13,595,220,612,232,none,sign,66,sign.n.02,hallway,['green'],[],[],[],[]
952e59d1-e49a-41be-b3bf-ad04ebefd471,2-1-2.jpg,12,0,488,1,603,84,partial,lamp,41,lamp.n.02,hallway,['white'],[],[],[],[]
b6fdfe4d-def2-4c87-815f-1d54957188e8,2-1-2.jpg,12,1,520,346,566,404,none,lamp,40,lamp.n.02,hallway,['white'],[],[],[],[64]
b716bfa6-c94b-40d0-8142-15934f0fd125,2-1-2.jpg,12,2,730,223,851,519,partial,door,24,door.n.01,hallway,['blue'],[32],[],[],[65]
457dccaf-90ec-4c6f-8e6a-406863594987,2-1-2.jpg,12,3,548,443,634,520,partial,door,28,door.n.01,hallway,['white'],[33],[64],[],"[23, 72]"
5296c9d8-ada5-471b-b9cd-f98d66c87d9b,2-1-2.jpg,12,4,456,443,545,522,partial,door,23,door.n.01,hallway,['white'],[],[64],[],"[28, 33]"
b74952ac-d952-4218-ac2b-4231a4722dfc,2-1-2.jpg,12,5,381,423,431,522,partial,notice_board,55,board.n.05,hallway,['gray'],[],[],[],[70]
a1f1e635-5b34-469f-a619-16cf09519981,2-1-2.jpg,12,6,267,457,327,505,partial,painting,51,decoration.n.01,living room,['white'],[],[],[73],[]
8d650ae7-b6bc-4d18-a077-94a0ec1abcbb,2-1-2.jpg,12,7,817,307,848,354,none,sign,65,sign.n.02,hallway,['orange'],[],[],[],[24]
93cf484f-8377-4e97-8b48-14567fb9351e,2-1-2.jpg,12,8,2,77,59,170,partial,sign,69,sign.n.02,hallway,['orange'],[],[],[],[29]
5ec94f4d-2e86-4f99-93e7-4e14407ebba3,2-1-2.jpg,12,9,348,410,365,435,none,sign,70,sign.n.02,hallway,['orange'],[],[],[],"[26, 55]"
6a0cb48a-6981-4af2-9ddf-682ae2e2adf3,2-1-2.jpg,12,10,527,416,556,435,none,sign,64,sign.n.02,hallway,['green'],[],[],"[23, 28]",[40]
883bb87b-d31d-4cfd-8f4f-ba8d1721bece,2-1-2.jpg,12,11,597,475,614,486,none,sign,66,sign.n.02,hallway,['green'],[],[],[],[]
c8d714aa-d10d-4f73-9425-d1b7a4ebc0d8,2-2-0.jpg,1,0,280,0,747,377,partial,door,25,door.n.01,hallway,['blue'],[34],[],[],[68]
d03e2966-8fb7-42dc-888a-7984d21dce54,2-2-1.jpg,2,0,329,0,762,520,partial,door,25,door.n.01,hallway,['blue'],[34],[],[],[68]
867856d5-64bb-47f9-b5f8-e13d92f312b0,2-2-1.jpg,2,1,667,233,747,316,none,door_handle,34,doorhandle.n.01,hallway,['white'],[],[],[],[]
1d625b72-72b6-4458-839b-b20e4f0d9373,2-2-2.jpg,3,0,335,97,715,522,partial,door,25,door.n.01,hallway,['blue'],[34],[],[],[68]
c2026803-15fe-4956-8996-0cfd7822dcc7,2-2-2.jpg,3,1,716,237,784,278,none,sign,68,sign.n.02,hallway,['orange'],[],[],[],[25]
90fb73d8-d743-4002-8031-b57cc43db391,2-2-2.jpg,3,2,635,487,708,522,partial,door_handle,34,doorhandle.n.01,hallway,['white'],[],[],[],[]
813fbb6d-a257-464e-85aa-9c6d68471511,2-3-0.jpg,2,0,379,0,409,112,partial,door,27,door.n.01,hallway,['blue'],[35],[],[],[53]
653d99c0-0657-45b1-ba66-2868f35e2d73,2-3-0.jpg,2,1,653,0,677,109,partial,door,30,door.n.01,hallway,['blue'],[],[],[],[54]
117b1077-194d-4904-ad0a-c41a81a2a63e,2-3-1.jpg,11,0,483,0,550,98,partial,lamp,50,lamp.n.02,hallway,['white'],[],[],[],[]
bbb1d3ee-04aa-4496-ad10-778dc9b54990,2-3-1.jpg,11,1,522,162,550,191,none,lamp,47,lamp.n.02,hallway,['white'],[],[],[],[]
a48f1689-df9d-4ced-a310-68629ff6aac0,2-3-1.jpg,11,2,520,255,574,290,none,window,83,window.n.01,hallway,['transparent'],[],[],[],[]
0675be86-d986-4a0b-bfa1-a4fd98fa05ba,2-3-1.jpg,11,3,433,181,452,283,none,notice_board,53,board.n.05,hallway,['gray'],[],[],[],[27]
c0c97b7e-16c9-450c-99ca-fbd58d737ada,2-3-1.jpg,11,4,397,125,421,412,none,door,27,door.n.01,hallway,['blue'],[35],[],[],[53]
5b42571c-8a25-44ac-aafa-fbc2e41eb99f,2-3-1.jpg,11,5,649,127,662,406,none,door,30,door.n.01,hallway,['blue'],[],[],[],[54]
1167c5c4-8ba8-40f5-8de1-81834b5ea155,2-3-1.jpg,11,6,677,41,730,276,none,notice_board,54,board.n.05,hallway,['gray'],[],[],[],[30]
9129f35f-5969-4c07-9477-1c105131f21c,2-3-1.jpg,11,7,593,200,610,217,none,sign,67,sign.n.02,hallway,['red'],[],[],[],[]
20e02cff-4bdd-4076-bb85-a66958b0ddd9,2-3-1.jpg,11,8,414,272,425,299,none,door_handle,35,doorhandle.n.01,hallway,['white'],[],[],[],[]
9aa92b81-b2a5-4b66-8659-e69e2a90e939,2-3-1.jpg,11,9,532,208,551,224,none,lamp,48,lamp.n.02,hallway,['white'],[],[],[],[]
9f79858b-c82b-47cc-8d46-662fee12efac,2-3-1.jpg,11,10,478,128,584,151,none,sign,71,sign.n.02,hallway,['white'],[],[],[],[]
