question,question_id,image
Is there a rubiks cube and a teddy bear in the house?,f3c6a4e4-85a2-41f2-909d-88bd48a6d200,f3c6a4e4-85a2-41f2-909d-88bd48a6d200_view.jpg
Is there a sofa and a table in the house?,e94472f3-2bc4-4e46-8dba-4fe952c0d9f5,e94472f3-2bc4-4e46-8dba-4fe952c0d9f5_view.jpg
Is there a teapot and a vase in the house?,9ecf4fe7-2f3b-4cef-873b-b8cd3bb0a5eb,9ecf4fe7-2f3b-4cef-873b-b8cd3bb0a5eb_view.jpg
Is there a teapot and a wine bottle in the house?,a8227ec4-b17f-456c-a08d-17f16b7163de,a8227ec4-b17f-456c-a08d-17f16b7163de_view.jpg
Is there a vase and a wine bottle in the house?,7a0b86b4-c646-420f-be66-ebd17824c04a,7a0b86b4-c646-420f-be66-ebd17824c04a_view.jpg
Is there a dishwasher and a refrigerator in the house?,43dd9d2d-5582-4536-9ee0-7ec3918de953,43dd9d2d-5582-4536-9ee0-7ec3918de953_view.jpg
Is there a fruit bowl and a kettle in the house?,406545d9-14d4-47b1-89d8-47230a5d26a0,406545d9-14d4-47b1-89d8-47230a5d26a0_view.jpg
Is there a bed and a lamp in the house?,07fa0291-7548-4877-bfc6-c399be249293,07fa0291-7548-4877-bfc6-c399be249293_view.jpg
Is there a chair and a wardrobe cabinet in the house?,be320969-d4db-43c5-9c05-a1abfcf18d79,be320969-d4db-43c5-9c05-a1abfcf18d79_view.jpg
Is there a fish tank and a vase in the house?,8b5db969-9f9c-44d2-be4f-cd576388d733,8b5db969-9f9c-44d2-be4f-cd576388d733_view.jpg
Is there a rug and a wardrobe cabinet in the house?,fc24e07f-6095-4e84-acf6-e5ee0a3ae582,fc24e07f-6095-4e84-acf6-e5ee0a3ae582_view.jpg
Is there a dishwasher and a range oven in the house?,82e6d924-2b14-4ce5-b004-71992b80ad73,82e6d924-2b14-4ce5-b004-71992b80ad73_view.jpg
Is there a towel rack and a window in the house?,1af2d40f-1613-40f2-8ca1-326a459011b3,1af2d40f-1613-40f2-8ca1-326a459011b3_view.jpg
Is there a dresser and a tv stand in the house?,c72a4939-4f2b-47a5-b51c-64648a9e7821,c72a4939-4f2b-47a5-b51c-64648a9e7821_view.jpg
Is there a box and a rug in the house?,ae943942-726c-4860-a9ce-4281f17d722e,ae943942-726c-4860-a9ce-4281f17d722e_view.jpg
Is there a cup and a heater in the house?,6b479eab-741c-43d5-9b97-5c516612fd7b,6b479eab-741c-43d5-9b97-5c516612fd7b_view.jpg
Is there a box and a water dispenser in the house?,603c58f7-ee9b-4e30-aada-5d72556da2ae,603c58f7-ee9b-4e30-aada-5d72556da2ae_view.jpg
Is there a cup and a water dispenser in the house?,f6a9ac90-e1d2-4b9f-87de-0650e09021ad,f6a9ac90-e1d2-4b9f-87de-0650e09021ad_view.jpg
Is there a bag and a water dispenser in the house?,29e39233-727d-44f0-aba5-76483cde3eb4,29e39233-727d-44f0-aba5-76483cde3eb4_view.jpg
Is there a kettle and a wine bottle in the house?,619e5851-8435-4c0b-abe6-1271afc4fe2a,619e5851-8435-4c0b-abe6-1271afc4fe2a_view.jpg
Is there a lamp and a wardrobe cabinet in the house?,9b40bf37-ee4f-42b2-8acd-27143bfa6e6e,9b40bf37-ee4f-42b2-8acd-27143bfa6e6e_view.jpg
Is there a coffee machine and a refrigerator in the house?,009b1a60-a2b4-4ce8-813a-e1d3c752fa92,009b1a60-a2b4-4ce8-813a-e1d3c752fa92_view.jpg
Is there a food processor and a vacuum cleaner in the house?,e657f653-7d2e-479b-82d3-af560942eb78,e657f653-7d2e-479b-82d3-af560942eb78_view.jpg
Is there a computer and a mirror in the house?,46053249-d46a-4cd1-a287-f4d6dd464944,46053249-d46a-4cd1-a287-f4d6dd464944_view.jpg
Is there a dresser and a sofa in the house?,4a29e6f9-c7e5-4346-bb9f-000c3459dc89,4a29e6f9-c7e5-4346-bb9f-000c3459dc89_view.jpg
Is there a bed and a dressing table in the house?,afcdda7a-4d10-460e-9a6c-db8903e34778,afcdda7a-4d10-460e-9a6c-db8903e34778_view.jpg
Is there a bathtub and a teapot in the house?,531fd005-4e4f-4190-8e6a-7629f4d9355f,531fd005-4e4f-4190-8e6a-7629f4d9355f_view.jpg
Is there a computer and a utensil holder in the house?,03070289-baf3-4a2c-ba19-254794ba4445,03070289-baf3-4a2c-ba19-254794ba4445_view.jpg
Is there a bathtub and a vase in the house?,9918efdb-a857-448c-afc9-16abfc765683,9918efdb-a857-448c-afc9-16abfc765683_view.jpg
Is there a cup or a wine glass in the house?,006acec2-754f-4d0b-a67a-09eadc39a2d5,006acec2-754f-4d0b-a67a-09eadc39a2d5_view.jpg
Is there a box or a rug in the house?,0215b6a5-675f-4123-8bdd-82f75b1763bc,0215b6a5-675f-4123-8bdd-82f75b1763bc_view.jpg
Is there a fish tank or a vase in the house?,2456d79d-82a5-477c-8f8d-2e4856178a3f,2456d79d-82a5-477c-8f8d-2e4856178a3f_view.jpg
Is there a towel rack or a window in the house?,411947a2-b339-4603-a660-11767aeea030,411947a2-b339-4603-a660-11767aeea030_view.jpg
Is there a bag or a bathtub in the house?,566432c4-53c4-471f-8b76-e00eadcd22b5,566432c4-53c4-471f-8b76-e00eadcd22b5_view.jpg
Is there a chair or a dresser in the house?,d23f2beb-541a-4762-b0c4-03b1f77d9da9,d23f2beb-541a-4762-b0c4-03b1f77d9da9_view.jpg
Is there a cup or a water dispenser in the house?,221a6ef4-25a6-465a-8d2f-a37b6b296886,221a6ef4-25a6-465a-8d2f-a37b6b296886_view.jpg
Is there a lamp or a rug in the house?,0ce8d470-d91a-4be7-b8dd-c6e43effb112,0ce8d470-d91a-4be7-b8dd-c6e43effb112_view.jpg
Is there a bathtub or a teapot in the house?,f7d42048-b940-46c3-8443-d2e212da6296,f7d42048-b940-46c3-8443-d2e212da6296_view.jpg
Is there a desk or a sofa in the house?,4cfa5c56-9e8b-40a6-9268-097a13dcaa2f,4cfa5c56-9e8b-40a6-9268-097a13dcaa2f_view.jpg
Is there a table or a wardrobe cabinet in the house?,e1dab541-ac23-4942-824e-b38097d08d6f,e1dab541-ac23-4942-824e-b38097d08d6f_view.jpg
Is there a cup or a fruit bowl in the house?,d5b21bbe-177e-442f-9d68-a1b5b80bfd3d,d5b21bbe-177e-442f-9d68-a1b5b80bfd3d_view.jpg
Is there a lamp or a wardrobe cabinet in the house?,51dd2422-b86f-41d9-a298-481ef8582191,51dd2422-b86f-41d9-a298-481ef8582191_view.jpg
Is there a heater or a robot in the house?,3a0778ed-5e3d-426f-b1b0-5a1e202b2707,3a0778ed-5e3d-426f-b1b0-5a1e202b2707_view.jpg
Is there a bathtub or a wine bottle in the house?,e5c7d3d8-675a-4f6d-a1f7-67de26014e56,e5c7d3d8-675a-4f6d-a1f7-67de26014e56_view.jpg
Is there a bag or a heater in the house?,328981a0-62b2-42ca-ada9-15d88f1853b6,328981a0-62b2-42ca-ada9-15d88f1853b6_view.jpg
Is there a bed or a table in the house?,414fdc62-d29d-4461-9922-56bdf39a3db3,414fdc62-d29d-4461-9922-56bdf39a3db3_view.jpg
Is there a chair or a lamp in the house?,425577bb-09f5-41b0-992c-8d136d28198f,425577bb-09f5-41b0-992c-8d136d28198f_view.jpg
Is there a dresser or a sofa in the house?,699ccbdc-3bab-4116-8e5a-9fabf95a62dd,699ccbdc-3bab-4116-8e5a-9fabf95a62dd_view.jpg
Is there a kettle or a vase in the house?,cc75e70a-2e25-4911-839c-113712339d6c,cc75e70a-2e25-4911-839c-113712339d6c_view.jpg
Is there a bed or a desk in the house?,862f5357-ba06-4e0a-8183-89a5fb420383,862f5357-ba06-4e0a-8183-89a5fb420383_view.jpg
Is there a lamp or a sofa in the house?,bcb826ea-013d-4341-a46a-b65cbcc0e614,bcb826ea-013d-4341-a46a-b65cbcc0e614_view.jpg
Is there a rubiks cube or a teddy bear in the house?,00e1f807-9f25-4641-917d-1ee11b41ef9c,00e1f807-9f25-4641-917d-1ee11b41ef9c_view.jpg
Is there a chair or a sofa in the house?,28822c61-9612-4a90-bd1c-b8e5189ca0a3,28822c61-9612-4a90-bd1c-b8e5189ca0a3_view.jpg
Is there a range oven or a vacuum cleaner in the house?,90e85297-770e-4f8c-9fe5-1e99e758b9a5,90e85297-770e-4f8c-9fe5-1e99e758b9a5_view.jpg
Is there a shower or a sink in the house?,080170e4-a3e6-420d-936e-eaee4a00f291,080170e4-a3e6-420d-936e-eaee4a00f291_view.jpg
Is there a bathtub or a fish tank in the house?,baecab5e-6582-4bed-a74d-8788199db501,baecab5e-6582-4bed-a74d-8788199db501_view.jpg
Is there a heater or a water dispenser in the house?,2258ced4-6707-4b3b-9b93-d759d9170f9c,2258ced4-6707-4b3b-9b93-d759d9170f9c_view.jpg
Is there a bed or a dressing table in the house?,822d4bf3-7e21-4146-9c0c-91cf23abc85a,822d4bf3-7e21-4146-9c0c-91cf23abc85a_view.jpg
Is there a shower or a toilet in the house?,1709fd96-8c92-4007-af68-dd17acb76d01,1709fd96-8c92-4007-af68-dd17acb76d01_view.jpg
Is there a computer or a mirror in the house?,a09424fb-f3d5-41b9-b0c7-9a4f09218edf,a09424fb-f3d5-41b9-b0c7-9a4f09218edf_view.jpg
Is there a coffee machine or a refrigerator in the house?,2ebd4848-7c8a-4eca-901b-aeaf41057f06,2ebd4848-7c8a-4eca-901b-aeaf41057f06_view.jpg
Is there a vacuum cleaner or a washer in the house?,21113a7f-431c-4a2f-92c4-3f0f9addfe39,21113a7f-431c-4a2f-92c4-3f0f9addfe39_view.jpg
Is there a dressing table or a wardrobe cabinet in the house?,bc815732-e6e8-49a1-a630-c168578b0fcb,bc815732-e6e8-49a1-a630-c168578b0fcb_view.jpg
Is there a fish tank or a fruit bowl in the house?,0a2dc1cc-52c9-45ed-b710-e6a9b80188c4,0a2dc1cc-52c9-45ed-b710-e6a9b80188c4_view.jpg
Is there a coffee machine or a food processor in the house?,6bca6b50-1b9b-42e5-9999-ce304c3c04df,6bca6b50-1b9b-42e5-9999-ce304c3c04df_view.jpg
Is there a fruit bowl or a water dispenser in the house?,b3e925bf-851f-4ec8-a046-31514e94f7f5,b3e925bf-851f-4ec8-a046-31514e94f7f5_view.jpg
Is there a coffee machine or a vacuum cleaner in the house?,b3d77a23-ca70-4c8c-acc0-2f5ed328671c,b3d77a23-ca70-4c8c-acc0-2f5ed328671c_view.jpg
Is there a fish tank or a kettle in the house?,a8332c48-5f17-479b-80ae-97cc9ba89143,a8332c48-5f17-479b-80ae-97cc9ba89143_view.jpg
Is there a dresser or a dressing table in the house?,bccb9f02-08c3-4701-aaff-765851c6e794,bccb9f02-08c3-4701-aaff-765851c6e794_view.jpg
Is there a bathtub or a water dispenser in the house?,20792b31-fcfb-4188-bcf1-f3e54382c9d2,20792b31-fcfb-4188-bcf1-f3e54382c9d2_view.jpg
Is there a computer or a utensil holder in the house?,edd45f76-6ac1-4357-97b3-0fd669ca7870,edd45f76-6ac1-4357-97b3-0fd669ca7870_view.jpg
Is there a fruit bowl or a kettle in the house?,202e5dc3-0607-4208-92a8-eb95d77ed515,202e5dc3-0607-4208-92a8-eb95d77ed515_view.jpg
Is there a coffee machine or a dishwasher in the house?,a715aa2a-d165-4db5-b33f-f9902b0972ac,a715aa2a-d165-4db5-b33f-f9902b0972ac_view.jpg
Is there a bed or a tv stand in the house?,ce2e972d-b4c8-4b9c-a1ad-c0fd72c5bb17,ce2e972d-b4c8-4b9c-a1ad-c0fd72c5bb17_view.jpg
Is there a tv stand or a wardrobe cabinet in the house?,12d2c2ac-08b7-4d53-a436-ccdc1d022bad,12d2c2ac-08b7-4d53-a436-ccdc1d022bad_view.jpg
Is there a bed or a dresser in the house?,e5bbc685-a018-4d73-8d22-0f7beb9764c1,e5bbc685-a018-4d73-8d22-0f7beb9764c1_view.jpg
Is there a microwave or a refrigerator in the house?,27ecae7a-930e-4e9c-9af2-9ef11782d8cd,27ecae7a-930e-4e9c-9af2-9ef11782d8cd_view.jpg
Is there an apple in the house?,0e9e1459-0dc2-484f-a609-a080beaa8923,0e9e1459-0dc2-484f-a609-a080beaa8923_view.jpg
Is there a bag in the house?,c726abd3-61bd-4ee3-be10-d4d8405bedf5,c726abd3-61bd-4ee3-be10-d4d8405bedf5_view.jpg
Is there a ball in the house?,92dd8e53-6153-4a55-9074-a91a50430b1c,92dd8e53-6153-4a55-9074-a91a50430b1c_view.jpg
Is there a book in the house?,104f4b6d-d4f6-4a32-9f23-b6d83ef24daa,104f4b6d-d4f6-4a32-9f23-b6d83ef24daa_view.jpg
Is there a bookshelf in the house?,bf8435a9-1fd6-443a-b11a-63188cbc0a16,bf8435a9-1fd6-443a-b11a-63188cbc0a16_view.jpg
Is there a box in the house?,c0db8f03-171d-445b-b9b1-ac50ee32a8f0,c0db8f03-171d-445b-b9b1-ac50ee32a8f0_view.jpg
Is there a chair in the house?,ae51b0cb-b304-4c96-a0b1-7f4f4dc209a9,ae51b0cb-b304-4c96-a0b1-7f4f4dc209a9_view.jpg
Is there a cup in the house?,aa9e5be4-c528-437d-83c5-d52c88aacfde,aa9e5be4-c528-437d-83c5-d52c88aacfde_view.jpg
Is there a desk in the house?,583545f3-bb71-47e3-b522-e3cbfda55de9,583545f3-bb71-47e3-b522-e3cbfda55de9_view.jpg
Is there a door in the house?,cd346a2f-dda3-4eb0-8b08-aec5a47e6e15,cd346a2f-dda3-4eb0-8b08-aec5a47e6e15_view.jpg
Is there a door handle in the house?,250fc2a2-a78a-4ed9-9ba2-c142c2578428,250fc2a2-a78a-4ed9-9ba2-c142c2578428_view.jpg
Is there a headphones in the house?,8d0aebc0-9b8c-4a65-b419-109cd241fa22,8d0aebc0-9b8c-4a65-b419-109cd241fa22_view.jpg
Is there a jacket in the house?,3dc9bb93-f652-4ac1-9f04-1908a982c6be,3dc9bb93-f652-4ac1-9f04-1908a982c6be_view.jpg
Is there a lamp in the house?,16dff2e9-c442-4cad-80e0-f79350ce3bd6,16dff2e9-c442-4cad-80e0-f79350ce3bd6_view.jpg
Is there a notice board in the house?,156d963c-cf70-47cf-91ab-f962242d448a,156d963c-cf70-47cf-91ab-f962242d448a_view.jpg
Is there an ottoman in the house?,d17c17b2-dd0b-452e-b179-3180ffdeb90f,d17c17b2-dd0b-452e-b179-3180ffdeb90f_view.jpg
Is there a painting in the house?,0ed22b41-fd1b-49e0-a0d9-e2823d179e28,0ed22b41-fd1b-49e0-a0d9-e2823d179e28_view.jpg
Is there a robot in the house?,21e06d30-5ea6-4554-83b4-471e78ec2120,21e06d30-5ea6-4554-83b4-471e78ec2120_view.jpg
Is there a rubiks cube in the house?,e0ab0ad2-21e3-4e0d-8b45-4981001f93eb,e0ab0ad2-21e3-4e0d-8b45-4981001f93eb_view.jpg
Is there a shoes in the house?,6f5e6b40-64ce-4ebd-9b87-539e50367bea,6f5e6b40-64ce-4ebd-9b87-539e50367bea_view.jpg
Is there a sign in the house?,a03aadbe-2752-48d1-8926-49d76c1bfcf7,a03aadbe-2752-48d1-8926-49d76c1bfcf7_view.jpg
Is there a sofa in the house?,84ddf77c-c77b-4e14-a173-1354a94ea4bf,84ddf77c-c77b-4e14-a173-1354a94ea4bf_view.jpg
Is there a t-shirt in the house?,8a677256-b9d0-4cda-a82c-dcdb8b5133b0,8a677256-b9d0-4cda-a82c-dcdb8b5133b0_view.jpg
Is there a table in the house?,dd623ea0-6b0d-4173-9e25-b0e17f9e6b3c,dd623ea0-6b0d-4173-9e25-b0e17f9e6b3c_view.jpg
Is there a teapot in the house?,29c6806e-4a78-4a0a-a942-c5b090c682fb,29c6806e-4a78-4a0a-a942-c5b090c682fb_view.jpg
Is there a teddy bear in the house?,138a2fc2-9d0c-41f5-90b8-f92878991a6f,138a2fc2-9d0c-41f5-90b8-f92878991a6f_view.jpg
Is there a trophy in the house?,22d92c39-6735-4d2d-8852-dd1d71b9f7e1,22d92c39-6735-4d2d-8852-dd1d71b9f7e1_view.jpg
Is there a vase in the house?,1abdd3b6-4d9d-40c3-b264-6e28dc67a031,1abdd3b6-4d9d-40c3-b264-6e28dc67a031_view.jpg
Is there a window in the house?,c56b2e9e-87bd-4774-81d7-5034543b5681,c56b2e9e-87bd-4774-81d7-5034543b5681_view.jpg
Is there a wine bottle in the house?,f90aa974-a7e7-437b-9add-52fe9b1a082f,f90aa974-a7e7-437b-9add-52fe9b1a082f_view.jpg
Is there a wine glass in the house?,a9cd87a0-47a9-475a-bc6f-a1a0ac48ced8,a9cd87a0-47a9-475a-bc6f-a1a0ac48ced8_view.jpg
Is there a microwave in the house?,da32f397-bac3-4ca6-a058-01a9ea365d97,da32f397-bac3-4ca6-a058-01a9ea365d97_view.jpg
Is there an ironing board in the house?,41d576c1-63f1-4646-98c8-59433c2453e8,41d576c1-63f1-4646-98c8-59433c2453e8_view.jpg
Is there a heater in the house?,a4e01ea5-bbe2-45a0-8272-5338f8bf788f,a4e01ea5-bbe2-45a0-8272-5338f8bf788f_view.jpg
Is there a rug in the house?,f8be40f3-77fb-4ec5-b487-3dd4b609a5d9,f8be40f3-77fb-4ec5-b487-3dd4b609a5d9_view.jpg
Is there a computer in the house?,63d8c4ce-57dc-49f3-a7b3-45e69f150876,63d8c4ce-57dc-49f3-a7b3-45e69f150876_view.jpg
Is there a food processor in the house?,80d46008-416b-4d2c-a96f-89589dfcc340,80d46008-416b-4d2c-a96f-89589dfcc340_view.jpg
Is there a wardrobe cabinet in the house?,c8e1e4b3-99ba-425b-8b30-19b8fe12fe7e,c8e1e4b3-99ba-425b-8b30-19b8fe12fe7e_view.jpg
Is there a rack in the house?,d74b120d-b2f1-4f4c-a939-19bf5f374e20,d74b120d-b2f1-4f4c-a939-19bf5f374e20_view.jpg
Is there a water dispenser in the house?,4789ba50-5f9e-4acd-a661-db1192b880dd,4789ba50-5f9e-4acd-a661-db1192b880dd_view.jpg
Is there a dishwasher in the house?,2e5c834e-bb6a-4ce1-8be8-c6bf3e1b0e6e,2e5c834e-bb6a-4ce1-8be8-c6bf3e1b0e6e_view.jpg
Is there a refrigerator in the house?,5628291d-118b-4bbd-9a97-60376af85c3e,5628291d-118b-4bbd-9a97-60376af85c3e_view.jpg
Is there a dryer in the house?,f23f1dc1-dae9-46a3-86a2-d4f45dde8155,f23f1dc1-dae9-46a3-86a2-d4f45dde8155_view.jpg
Is there a fruit bowl in the house?,6e8e49a8-19ce-4da0-ac79-62656c356cff,6e8e49a8-19ce-4da0-ac79-62656c356cff_view.jpg
Is there a television in the house?,e829cd45-dc87-41a5-81e5-43881c05861f,e829cd45-dc87-41a5-81e5-43881c05861f_view.jpg
Is there a tv stand in the house?,c418d566-2554-4f49-b354-804f7d81783f,c418d566-2554-4f49-b354-804f7d81783f_view.jpg
Is there a dressing table in the house?,ac10ec4d-cd0f-4b09-af5f-2ccddbf45692,ac10ec4d-cd0f-4b09-af5f-2ccddbf45692_view.jpg
Is there a kettle in the house?,2ecb5a58-f4d6-4f42-aa0b-03c723a4e903,2ecb5a58-f4d6-4f42-aa0b-03c723a4e903_view.jpg
Is there a range oven in the house?,d8e60d61-a2b1-4058-bcac-84221bab2c95,d8e60d61-a2b1-4058-bcac-84221bab2c95_view.jpg
Is there a bathtub in the house?,14cff815-2426-407d-ae5d-436b295f0b30,14cff815-2426-407d-ae5d-436b295f0b30_view.jpg
Is there a towel rack in the house?,8a266a02-d5d0-4b1c-ad07-5f689f3f8bec,8a266a02-d5d0-4b1c-ad07-5f689f3f8bec_view.jpg
Is there a cutting board in the house?,1de2b336-9b69-4f86-82c4-cb3e5f4dff49,1de2b336-9b69-4f86-82c4-cb3e5f4dff49_view.jpg
Is there a fish tank in the house?,a9dca70e-3c35-44c3-ae67-47fc36a1dc71,a9dca70e-3c35-44c3-ae67-47fc36a1dc71_view.jpg
Is there a bed in the house?,93ff751e-97b7-41f0-8655-d1e41b3fda3c,93ff751e-97b7-41f0-8655-d1e41b3fda3c_view.jpg
Is there a sink in the house?,5bc017be-6431-468e-aea8-65f39275e5ad,5bc017be-6431-468e-aea8-65f39275e5ad_view.jpg
Is there a pan in the house?,ca2f47c9-b0d9-4b91-ba63-0f854e97050a,ca2f47c9-b0d9-4b91-ba63-0f854e97050a_view.jpg
Is there a chessboard in the house?,90a869ac-662e-4b0d-a7e6-71371ec8006d,90a869ac-662e-4b0d-a7e6-71371ec8006d_view.jpg
Is there a stereo set in the house?,f802c2a5-188b-4b5a-8dae-dd54c1504ba5,f802c2a5-188b-4b5a-8dae-dd54c1504ba5_view.jpg
Is there a vacuum cleaner in the house?,4f7aaa3b-8241-4fbf-a40d-65add2189a3d,4f7aaa3b-8241-4fbf-a40d-65add2189a3d_view.jpg
Is there a coffee machine in the house?,e283b1e8-6a9d-4562-946d-277ba59f6f2b,e283b1e8-6a9d-4562-946d-277ba59f6f2b_view.jpg
Is there a utensil holder in the house?,fc8b7fed-fe6f-4fb1-aada-fc0b08a37f23,fc8b7fed-fe6f-4fb1-aada-fc0b08a37f23_view.jpg
Is there a plates in the house?,0722f3c7-966f-4491-971f-f46446cbf37c,0722f3c7-966f-4491-971f-f46446cbf37c_view.jpg
How many apples are there in the house?,52ff4ef1-a7e2-4236-ae27-f4ba010b4e1c,52ff4ef1-a7e2-4236-ae27-f4ba010b4e1c_view.jpg
How many bags are there in the house?,9b77517d-9b24-45a3-bcb4-378f52ad06c2,9b77517d-9b24-45a3-bcb4-378f52ad06c2_view.jpg
How many balls are there in the house?,333528eb-2d30-4f5a-a7d7-78a573a8b2e4,333528eb-2d30-4f5a-a7d7-78a573a8b2e4_view.jpg
How many books are there in the house?,dde60a1a-93c5-4c71-9228-db80c40a73de,dde60a1a-93c5-4c71-9228-db80c40a73de_view.jpg
How many bookshelves are there in the house?,9d53248d-708a-4042-89df-84c4612da0e9,9d53248d-708a-4042-89df-84c4612da0e9_view.jpg
How many boxes are there in the house?,f16e2a00-37ab-4268-9934-5948d31284de,f16e2a00-37ab-4268-9934-5948d31284de_view.jpg
How many chairs are there in the house?,464ed547-71c5-4f53-9815-88f88d690e69,464ed547-71c5-4f53-9815-88f88d690e69_view.jpg
How many cups are there in the house?,5da58156-11dc-4c7f-8735-843220001485,5da58156-11dc-4c7f-8735-843220001485_view.jpg
How many desks are there in the house?,664e624a-dabe-46a0-ae8f-e29014231c23,664e624a-dabe-46a0-ae8f-e29014231c23_view.jpg
How many doors are there in the house?,4d6f2d0b-9d35-408c-8899-72da76ae8d8b,4d6f2d0b-9d35-408c-8899-72da76ae8d8b_view.jpg
How many door handles are there in the house?,2120e6cc-9a91-4adb-8235-04b66e76356e,2120e6cc-9a91-4adb-8235-04b66e76356e_view.jpg
How many headphone are there in the house?,9bdc47c1-f0bf-4d29-988f-3ad9cfa8bcb7,9bdc47c1-f0bf-4d29-988f-3ad9cfa8bcb7_view.jpg
How many jackets are there in the house?,71dbd168-8020-4c0d-af4a-62ff80037038,71dbd168-8020-4c0d-af4a-62ff80037038_view.jpg
How many lamps are there in the house?,7163cc71-815e-4fff-9237-323ce50b65d8,7163cc71-815e-4fff-9237-323ce50b65d8_view.jpg
How many notice boards are there in the house?,5855808c-c1a7-4d23-8555-0868255f285e,5855808c-c1a7-4d23-8555-0868255f285e_view.jpg
How many ottomans are there in the house?,df48fa06-b0ff-445a-8b33-d7c8cc47c755,df48fa06-b0ff-445a-8b33-d7c8cc47c755_view.jpg
How many paintings are there in the house?,0f24cd46-181d-4e9b-9239-fd6f6bf3690c,0f24cd46-181d-4e9b-9239-fd6f6bf3690c_view.jpg
How many robots are there in the house?,3d772553-a11c-4111-b394-14abb95b7f81,3d772553-a11c-4111-b394-14abb95b7f81_view.jpg
How many rubiks cubes are there in the house?,dbd7d235-f2f2-4626-9399-fcb3a4193770,dbd7d235-f2f2-4626-9399-fcb3a4193770_view.jpg
How many shoe are there in the house?,d4c87c2a-7df9-4be2-a8c4-11217ecf510c,d4c87c2a-7df9-4be2-a8c4-11217ecf510c_view.jpg
How many signs are there in the house?,8c6e1a29-b9eb-47f9-a9b2-0aa7a27035b8,8c6e1a29-b9eb-47f9-a9b2-0aa7a27035b8_view.jpg
How many sofas are there in the house?,3062930a-b2f5-4e70-97de-9d3f4c9836a7,3062930a-b2f5-4e70-97de-9d3f4c9836a7_view.jpg
How many t-shirts are there in the house?,f4152985-d611-494d-a21e-95652f3cfddc,f4152985-d611-494d-a21e-95652f3cfddc_view.jpg
How many tables are there in the house?,7cc68909-8db0-4a4e-bfbd-ba73858971b0,7cc68909-8db0-4a4e-bfbd-ba73858971b0_view.jpg
How many teapots are there in the house?,e263d9bb-2d37-4e6b-878e-7a3ca772b10f,e263d9bb-2d37-4e6b-878e-7a3ca772b10f_view.jpg
How many teddy bears are there in the house?,60ccaad6-fef9-4532-bfbc-d804ef162c69,60ccaad6-fef9-4532-bfbc-d804ef162c69_view.jpg
